analysis_role,layout,arm,main_table,sanity_only,source_run,source_method_key,dataset,method_key,method,retention,retention_kind,image_id,question_id,question,prediction,ground_truth,correct,first_token_id,generated_tokens,physical_layout,calibration_questions,retrieval,selector_ms,ssd_read_ms,scatter_ms,prepare_ms,prefill_ms,ttft_ms,decode_ms,e2e_latency_ms,ssd_read_bytes,ssd_read_chunks,ssd_preads,chunk_io_ms,hook_ms,n_chunks_selected,n_chunks_total,touched_chunk_fraction,logical_kv_ratio,logical_kv_ratio_per_layer,fallback_rate,normal_chunk_count_total,normal_kv_read_bytes,separator_read_bytes,normal_kv_preads,separator_preads,total_actual_pread_bytes,mean_bytes_per_pread,normal_mean_bytes_per_pread,separator_mean_bytes_per_pread,static_score_calls,query_score_calls,diversity_calls,selection_mode,selected_chunk_ids_per_layer,separator_policy,reordered_prefix_store_validated,validated_prefix_layout,n_raters
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n272098,201535605,Is the box different in color than the hat?,Yes,"[""no""]",0.0,3869,2,raster,0,fullload,,585.4136180132627,,,978.6327619804069,984.1132839210331,50.79048604238778,1034.903769963421,1535115264,2944,64,,917.8361321100965,,,1.0,1.0,null,0.0,,1535115264,0,64,0,1535115264,23986176.0,23986176.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n272098,201535661,"How do the food to the left of the rope look, white or dark brown?",Dark brown,"[""dark brown""]",1.0,15317,3,raster,0,fullload,,542.0211259042844,,,896.2747600162402,901.8424389651045,50.87459099013358,952.7170299552381,1535115264,2944,64,,844.0038581611589,,,1.0,1.0,null,0.0,,1535115264,0,64,0,1535115264,23986176.0,23986176.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n272098,201535640,What food is frosted?,Donut,"[""donuts""]",0.0,3872,3,raster,0,fullload,,515.8922031987458,,,839.5039800088853,845.1073379255831,37.5699270516634,882.6772649772465,1535115264,2944,64,,791.3274695165455,,,1.0,1.0,null,0.0,,1535115264,0,64,0,1535115264,23986176.0,23986176.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n472825,202101069,What is the gender of the skateboarder to the right of the lamp?,Male,"[""female""]",0.0,27208,2,raster,0,fullload,,464.24737956840545,,,791.3667350076139,796.3031489634886,19.32529709301889,815.6284460565075,1226833920,2368,64,,747.6214467315003,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,19169280.0,19169280.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n472825,202101167,Who is riding on a skateboard?,Boy,"[""skateboarder""]",0.0,16231,2,raster,0,fullload,,455.2218886092305,,,777.0665269345045,781.8761579692364,18.892335006967187,800.7684929762036,1226833920,2368,64,,735.3346602758393,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,19169280.0,19169280.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n472825,202101162,Who is wearing the jeans?,Boy,"[""skateboarder""]",0.0,16231,2,raster,0,fullload,,465.1679302332923,,,800.7575139636174,805.5939549813047,18.891070038080215,824.4850250193849,1226833920,2368,64,,757.002190221101,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,19169280.0,19169280.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n472825,202101163,What is the skateboarder that is not female wearing?,Jeans,"[""jeans""]",1.0,2581,3,raster,0,fullload,,441.320254933089,,,732.6834759442136,737.5288419425488,37.52765501849353,775.0564969610423,1226833920,2368,64,,678.7930821301416,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,19169280.0,19169280.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n472825,202101161,Who is wearing jeans?,Boy,"[""skateboarder""]",0.0,16231,2,raster,0,fullload,,487.15112498030066,,,844.9054539669305,850.0064699910581,18.997463979758322,869.0039339708164,1226833920,2368,64,,796.9878434669226,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,19169280.0,19169280.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n472825,202101149,Do you see a skateboarder that is not female?,Yes,"[""yes""]",1.0,3869,2,raster,0,fullload,,441.34468922857195,,,753.2331940019503,758.057406055741,18.867673934437335,776.9250799901783,1226833920,2368,64,,709.851237013936,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,19169280.0,19169280.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n450919,2093976,How clean is the mud near the grass?,Dirty,"[""dirty""]",1.0,360,3,raster,0,fullload,,481.2878450611606,,,823.6553480383009,828.7415930535644,37.06362994853407,865.8052230020985,1233125376,2368,64,,776.3550200033933,,,1.0,1.0,null,0.0,,1233125376,0,64,0,1233125376,19267584.0,19267584.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n450919,2093757,The hat is what size?,Large,"[""small""]",0.0,8218,3,raster,0,fullload,,527.6700189569965,,,917.4887230619788,922.3473860183731,45.85480294190347,968.2021889602765,1233125376,2368,64,,863.2121391128749,,,1.0,1.0,null,0.0,,1233125376,0,64,0,1233125376,19267584.0,19267584.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n450919,2093752,Is the hat blue and small?,No,"[""no""]",1.0,1939,2,raster,0,fullload,,434.686420368962,,,711.2068770220503,716.0457340069115,19.24694806803018,735.2926820749417,1233125376,2368,64,,658.5021750070155,,,1.0,1.0,null,0.0,,1233125376,0,64,0,1233125376,19267584.0,19267584.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n450919,2093912,What animal is in the mud?,Giraffe,"[""giraffe""]",1.0,402,4,raster,0,fullload,,480.8800572063774,,,825.7779170526192,830.6227839784697,54.30857604369521,884.9313600221649,1233125376,2368,64,,780.0521265016869,,,1.0,1.0,null,0.0,,1233125376,0,64,0,1233125376,19267584.0,19267584.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n450919,2093911,What animal is in the brown mud?,Giraffe,"[""giraffe""]",1.0,402,4,raster,0,fullload,,480.0884631695226,,,827.9573100153357,832.8400020254776,54.92560495622456,887.7656069817021,1233125376,2368,64,,782.4414169881493,,,1.0,1.0,null,0.0,,1233125376,0,64,0,1233125376,19267584.0,19267584.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n450919,2093918,Is there an elephant in the mud?,No,"[""no""]",1.0,1939,2,raster,0,fullload,,481.1782460892573,,,834.5229389378801,839.3959859386086,18.889331026002765,858.2853169646114,1233125376,2368,64,,787.3226281953976,,,1.0,1.0,null,0.0,,1233125376,0,64,0,1233125376,19267584.0,19267584.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n37274,202144724,What is sitting atop the crate?,Blender,"[""blender""]",1.0,3164,3,raster,0,fullload,,458.45917880069464,,,823.1656060088426,828.3068540040404,37.18902706168592,865.4958810657263,1226833920,2368,64,,755.8729776646942,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,19169280.0,19169280.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n37274,202144703,What appliance is right of the liquor?,Blender,"[""blender""]",1.0,3164,3,raster,0,fullload,,479.9589451868087,,,825.7090951083228,830.6562420912087,37.583364988677204,868.2396070798859,1226833920,2368,64,,780.0399528350681,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,19169280.0,19169280.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n37274,202144680,Which side is the blender on?,Right,"[""right""]",1.0,10428,2,raster,0,fullload,,488.0293654277921,,,844.6628359379247,849.6677880175412,19.112949026748538,868.7807370442897,1226833920,2368,64,,796.7007353436202,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,19169280.0,19169280.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n37274,202144681,What is the appliance to the right of the man that is in front of the bicycle?,Blender,"[""blender""]",1.0,3164,3,raster,0,fullload,,456.13849139772356,,,791.8769550742581,796.839255024679,38.095404976047575,834.9346600007266,1226833920,2368,64,,748.5381065635011,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,19169280.0,19169280.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n37274,202144469,Is the man that is to the left of the liquor wearing gloves?,No,"[""no""]",1.0,1939,2,raster,0,fullload,,458.3457326516509,,,803.7806389620528,808.683029958047,18.951646983623505,827.6346769416705,1226833920,2368,64,,759.2548256507143,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,19169280.0,19169280.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n37274,202144325,What do the watch and the bicycle have in common?,Color,"[""material""]",0.0,9159,2,raster,0,fullload,,473.815860459581,,,822.6710599847138,827.7987649198622,18.975011073052883,846.773775992915,1226833920,2368,64,,775.280894478783,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,19169280.0,19169280.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n293477,20856909,Which kind of bag is green?,Purse,"[""purse""]",1.0,15247,3,raster,0,fullload,,518.9838003134355,,,906.9971430581063,911.9606639724225,37.0576239656657,949.0182879380882,1226833920,2368,64,,860.5604990152642,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,19169280.0,19169280.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n293477,20856756,What is the item of furniture called?,Bed,"[""bed""]",1.0,14195,2,raster,0,fullload,,533.0690627451986,,,925.1126711023971,930.0221960293129,19.113771966658533,949.1359679959714,1226833920,2368,64,,871.4396898867562,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,19169280.0,19169280.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n293477,20856758,Which kind of furniture is it?,Bed,"[""bed""]",1.0,14195,2,raster,0,fullload,,485.4206705931574,,,826.9367950269952,831.7633280530572,19.753323984332383,851.5166520373896,1226833920,2368,64,,782.5361714931205,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,19169280.0,19169280.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n293477,20856731,Is the wallet lying on top of a desk?,No,"[""no""]",1.0,1939,2,raster,0,fullload,,513.5132562136278,,,883.8003720156848,888.6298330035061,40.07702192757279,928.7068549310789,1226833920,2368,64,,834.4831988215446,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,19169280.0,19169280.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n293477,20857065,What is the color of the pens that are lying on top of the bed?,Blue,"[""white""]",0.0,10924,2,raster,0,fullload,,462.2320242924616,,,749.4842349551618,754.4162139529362,18.867295002564788,773.283508955501,1226833920,2368,64,,694.0242783166468,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,19169280.0,19169280.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n293477,20857040,Are there either wood spoons or knives?,No,"[""no""]",1.0,1939,2,raster,0,fullload,,504.2350892908871,,,854.0926850400865,858.909121947363,18.741087056696415,877.6502090040594,1226833920,2368,64,,809.7124001942575,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,19169280.0,19169280.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n44249,20935919,Are the green trees lush or leafless?,Lush,"[""lush""]",1.0,365,3,raster,0,fullload,,354.9986892612651,,,575.2091950271279,579.9315579934046,37.341558025218546,617.2731160186231,1124073472,2176,64,,533.142322441563,,,1.0,1.0,null,0.0,,1124073472,0,64,0,1124073472,17563648.0,17563648.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n44249,20935938,"What kind of animal are the trees behind of, a sheep or an elephant?",Elephant,"[""elephant""]",1.0,8317,4,raster,0,fullload,,354.6340639004484,,,571.5439670020714,576.2224020436406,56.078013963997364,632.300416007638,1124073472,2176,64,,529.544108081609,,,1.0,1.0,null,0.0,,1124073472,0,64,0,1124073472,17563648.0,17563648.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n44249,20935990,Does the animal beside the fence have small size?,No,"[""no""]",1.0,1939,2,raster,0,fullload,,409.3302226392552,,,667.9886840283871,672.76285297703,50.76769401784986,723.5305469948798,1124073472,2176,64,,614.6666891872883,,,1.0,1.0,null,0.0,,1124073472,0,64,0,1124073472,17563648.0,17563648.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n44249,20936256,Is the woman to the right or to the left of the heavy person?,Left,"[""left""]",1.0,19941,2,raster,0,fullload,,387.47253420297056,,,629.3821670114994,634.0422990033403,19.052754039876163,653.0950530432165,1124073472,2176,64,,582.1882822783664,,,1.0,1.0,null,0.0,,1124073472,0,64,0,1124073472,17563648.0,17563648.0,0.0,,,,,null,,,,0
raster_fullload,Raster,FullLoad,True,False,raster,fullload,gqa,fullload,FullLoad,1.0,full,n44249,20936230,Which kind of animal is the woman on?,Elephant,"[""elephant""]",1.0,8317,4,raster,0,fullload,,451.2439009267837,,,740.4876429354772,745.196163887158,54.67275204136968,799.8689159285277,1124073472,2176,64,,676.2237857328728,,,1.0,1.0,null,0.0,,1124073472,0,64,0,1124073472,17563648.0,17563648.0,0.0,,,,,null,,,,0
