dataset,method_key,method,retention,retention_kind,image_id,question_id,question,prediction,ground_truth,correct,generated_tokens,selector_ms,ssd_read_ms,scatter_ms,prepare_ms,prefill_ms,ttft_ms,decode_ms,e2e_latency_ms,ssd_read_bytes,ssd_read_chunks,ssd_preads,chunk_io_ms,hook_ms,n_chunks_selected,n_chunks_total,touched_chunk_fraction,logical_kv_ratio,logical_kv_ratio_per_layer,fallback_rate,normal_chunk_count_total,normal_kv_read_bytes,separator_read_bytes,normal_kv_preads,separator_preads,total_actual_pread_bytes,static_score_calls,query_score_calls,diversity_calls,selection_mode,selected_chunk_ids_per_layer,separator_policy,reordered_prefix_store_validated,n_raters
gqa,visionzip_static_chunk@25,visionzip_static_chunk@25,0.25,chunk,n9181,20929389,Is the motorcycle near the jacket black and metallic?,Yes,"[""no""]",0.0,2,3.1269420869648457,199.23844188451767,46.657401602715254,280.7987310225144,37.84778399858624,318.69165506213903,19.19660100247711,337.88825606461614,327155712,576,155,225.09229695424438,0.0,9.0,37,0.24324324324324326,0.25279017857142855,"[0.2653061224489796, 0.24489795918367346, 0.26232993197278914, 0.24702380952380953, 0.2504251700680272, 0.2457482993197279, 0.24489795918367346, 0.24489795918367346, 0.24489795918367346, 0.24787414965986396, 0.24489795918367346, 0.2504251700680272, 0.2572278911564626, 0.2512755102040816, 0.2546768707482993, 0.2572278911564626, 0.2538265306122449, 0.25552721088435376, 0.25255102040816324, 0.2572278911564626, 0.2585034013605442, 0.2508503401360544, 0.25637755102040816, 0.2546768707482993, 0.25297619047619047, 0.24829931972789115, 0.25255102040816324, 0.2576530612244898, 0.2508503401360544, 0.2576530612244898, 0.2585034013605442, 0.2572278911564626]",0.0,288,301989888,25165824,154,1,327155712,32,0,0,static,"[[3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 8, 14], [0, 1, 2, 3, 4, 5, 6, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 9], [0, 1, 2, 3, 4, 5, 6, 7, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 10], [0, 1, 2, 3, 4, 5, 7, 8, 11], [0, 1, 2, 3, 4, 5, 6, 7, 9], [0, 1, 2, 3, 4, 5, 6, 7, 15], [0, 1, 2, 3, 4, 5, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 5, 6, 7, 8, 9, 13], [0, 1, 2, 4, 5, 6, 7, 9, 12], [0, 1, 2, 3, 4, 5, 7, 9, 14], [0, 1, 2, 3, 4, 5, 6, 7, 14], [0, 1, 2, 3, 4, 5, 7, 8, 16], [0, 1, 2, 3, 4, 5, 9, 11, 15], [0, 1, 2, 3, 4, 5, 6, 7, 9], [0, 1, 2, 3, 4, 5, 6, 7, 12], [0, 1, 2, 3, 4, 5, 6, 8, 12], [0, 1, 2, 3, 4, 5, 6, 7, 14], [0, 1, 2, 3, 4, 5, 6, 7, 10], [0, 1, 2, 3, 4, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 5, 6, 7, 8, 13], [0, 1, 2, 4, 5, 6, 7, 11, 17], [0, 1, 2, 3, 4, 6, 10, 11, 19], [0, 1, 2, 4, 5, 6, 7, 9, 15], [0, 1, 2, 3, 4, 5, 7, 8, 10]]",sidecar,,0
gqa,visionzip_static_chunk@50,visionzip_static_chunk@50,0.5,chunk,n9181,20929389,Is the motorcycle near the jacket black and metallic?,No,"[""no""]",1.0,2,4.572343896143138,300.2345071872696,88.01305491942912,464.3075909698382,42.959937010891736,507.33338005375117,19.608372007496655,526.9417520612478,629145600,1152,179,364.64713991153985,0.0,18.0,37,0.4864864864864865,0.49236022534013607,"[0.5080782312925171, 0.4897959183673469, 0.5004251700680272, 0.4897959183673469, 0.4897959183673469, 0.4897959183673469, 0.4897959183673469, 0.4897959183673469, 0.4897959183673469, 0.49107142857142855, 0.4897959183673469, 0.4897959183673469, 0.49022108843537415, 0.4897959183673469, 0.4927721088435374, 0.49489795918367346, 0.4923469387755102, 0.4927721088435374, 0.4914965986394558, 0.49404761904761907, 0.4931972789115646, 0.49022108843537415, 0.4923469387755102, 0.4927721088435374, 0.491921768707483, 0.4906462585034014, 0.4923469387755102, 0.491921768707483, 0.4906462585034014, 0.49362244897959184, 0.4961734693877551, 0.49362244897959184]",0.0,576,603979776,25165824,178,1,629145600,32,0,0,static,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 17, 20, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 25], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 17, 18, 19, 20], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 22], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 19, 23], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 20, 25], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 19, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 19, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 19, 25], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 19, 21]]",sidecar,,0
gqa,diverse_chunk@25,diverse_chunk@25,0.25,chunk,n9181,20929389,Is the motorcycle near the jacket black and metallic?,No,"[""no""]",1.0,2,14.73740884102881,364.04200724791735,48.445563414134085,466.3089510286227,37.83326898701489,504.1894839378074,19.30910104420036,523.4985849820077,321912832,576,447,396.99690137058496,0.0,9.0,37,0.24324324324324326,0.25471673044217685,"[0.23809523809523808, 0.24489795918367346, 0.2534013605442177, 0.2512755102040816, 0.25212585034013607, 0.2542517006802721, 0.2546768707482993, 0.2504251700680272, 0.2504251700680272, 0.25297619047619047, 0.2546768707482993, 0.2585034013605442, 0.25510204081632654, 0.2534013605442177, 0.25637755102040816, 0.2546768707482993, 0.25255102040816324, 0.2606292517006803, 0.2619047619047619, 0.25552721088435376, 0.26232993197278914, 0.2538265306122449, 0.2593537414965986, 0.25552721088435376, 0.2576530612244898, 0.25977891156462585, 0.2542517006802721, 0.2534013605442177, 0.2538265306122449, 0.25977891156462585, 0.25977891156462585, 0.25552721088435376]",0.0,288,296747008,25165824,446,1,321912832,0,0,32,diverse_only,"[[0, 1, 3, 5, 8, 11, 19, 30, 36], [0, 1, 2, 7, 9, 10, 28, 33, 35], [0, 1, 3, 7, 11, 13, 20, 31, 36], [0, 1, 4, 12, 13, 29, 31, 34, 36], [0, 1, 6, 27, 28, 29, 33, 35, 36], [0, 1, 3, 9, 10, 27, 28, 31, 33], [0, 2, 6, 12, 14, 16, 32, 33, 34], [0, 2, 8, 10, 15, 28, 33, 34, 36], [0, 1, 12, 15, 24, 31, 34, 35, 36], [0, 4, 16, 21, 25, 33, 34, 35, 36], [2, 14, 16, 22, 23, 33, 34, 35, 36], [0, 3, 7, 11, 17, 21, 26, 31, 33], [0, 4, 12, 21, 22, 28, 33, 35, 36], [0, 1, 10, 19, 23, 27, 32, 33, 36], [0, 5, 20, 29, 30, 33, 34, 35, 36], [1, 5, 10, 15, 24, 30, 31, 33, 36], [0, 2, 6, 10, 20, 31, 33, 35, 36], [0, 7, 8, 18, 26, 30, 32, 34, 35], [0, 7, 14, 20, 27, 32, 33, 34, 35], [0, 7, 19, 24, 30, 31, 32, 33, 36], [0, 3, 6, 14, 24, 29, 31, 33, 35], [0, 2, 3, 17, 22, 27, 34, 35, 36], [0, 3, 4, 15, 16, 20, 30, 33, 35], [0, 3, 12, 15, 22, 23, 30, 35, 36], [0, 2, 5, 11, 18, 20, 23, 32, 35], [0, 2, 5, 6, 17, 18, 28, 29, 35], [0, 2, 3, 16, 25, 30, 32, 34, 36], [0, 2, 7, 8, 14, 15, 25, 26, 36], [0, 2, 3, 9, 16, 30, 31, 35, 36], [0, 1, 3, 8, 18, 25, 29, 32, 35], [0, 1, 6, 10, 14, 25, 27, 32, 35], [0, 2, 21, 24, 28, 30, 33, 34, 36]]",sidecar,,0
gqa,diverse_chunk@50,diverse_chunk@50,0.5,chunk,n9181,20929389,Is the motorcycle near the jacket black and metallic?,No,"[""no""]",1.0,2,28.607411775738,540.1486272457987,89.62467417586595,749.3559790309519,56.960748974233866,806.3841110561043,19.615327939391136,825.9994389954954,622329856,1152,611,623.9659058628604,0.0,18.0,37,0.4864864864864865,0.49182876275510207,"[0.48299319727891155, 0.4897959183673469, 0.49107142857142855, 0.4851190476190476, 0.4897959183673469, 0.4893707482993197, 0.4851190476190476, 0.48894557823129253, 0.4897959183673469, 0.49022108843537415, 0.48767006802721086, 0.49702380952380953, 0.4914965986394558, 0.4897959183673469, 0.4923469387755102, 0.4961734693877551, 0.4914965986394558, 0.4987244897959184, 0.49702380952380953, 0.49447278911564624, 0.4965986394557823, 0.4897959183673469, 0.49829931972789115, 0.49404761904761907, 0.49107142857142855, 0.49022108843537415, 0.491921768707483, 0.49022108843537415, 0.4893707482993197, 0.5017006802721088, 0.49107142857142855, 0.4957482993197279]",0.0,576,597164032,25165824,610,1,622329856,0,0,32,diverse_only,"[[0, 1, 3, 4, 5, 6, 8, 9, 11, 13, 14, 15, 19, 24, 25, 30, 32, 36], [0, 1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 14, 16, 22, 28, 29, 33, 35], [0, 1, 2, 3, 5, 6, 7, 9, 11, 13, 16, 17, 18, 20, 21, 28, 31, 36], [0, 1, 2, 3, 4, 5, 6, 9, 11, 12, 13, 18, 23, 26, 29, 31, 34, 36], [0, 1, 2, 3, 5, 6, 7, 9, 15, 16, 19, 21, 27, 28, 29, 33, 35, 36], [0, 1, 3, 4, 5, 7, 9, 10, 14, 21, 24, 27, 28, 30, 31, 33, 34, 36], [0, 1, 2, 3, 6, 10, 12, 14, 16, 17, 19, 27, 30, 31, 32, 33, 34, 36], [0, 1, 2, 5, 7, 8, 10, 15, 16, 17, 18, 25, 28, 30, 32, 33, 34, 36], [0, 1, 3, 5, 7, 11, 12, 13, 15, 17, 19, 21, 24, 26, 31, 34, 35, 36], [0, 1, 4, 6, 7, 8, 9, 11, 16, 17, 19, 21, 25, 30, 33, 34, 35, 36], [0, 1, 2, 4, 5, 7, 14, 16, 18, 22, 23, 24, 27, 29, 33, 34, 35, 36], [0, 2, 3, 5, 6, 7, 10, 11, 14, 17, 18, 21, 26, 27, 28, 31, 32, 33], [0, 2, 3, 4, 5, 7, 10, 11, 12, 16, 21, 22, 27, 28, 31, 33, 35, 36], [0, 1, 3, 4, 5, 6, 10, 13, 14, 19, 20, 23, 27, 28, 32, 33, 35, 36], [0, 1, 4, 5, 11, 13, 16, 17, 18, 20, 22, 29, 30, 31, 33, 34, 35, 36], [0, 1, 3, 5, 7, 10, 12, 15, 18, 24, 26, 28, 29, 30, 31, 33, 35, 36], [0, 1, 2, 5, 6, 7, 10, 11, 12, 14, 18, 20, 26, 31, 32, 33, 35, 36], [0, 1, 3, 6, 7, 8, 11, 17, 18, 22, 24, 26, 27, 30, 31, 32, 34, 35], [0, 1, 2, 3, 4, 5, 7, 8, 14, 16, 20, 26, 27, 28, 32, 33, 34, 35], [0, 2, 3, 4, 7, 10, 14, 19, 20, 24, 27, 30, 31, 32, 33, 34, 35, 36], [0, 1, 2, 3, 5, 6, 9, 14, 17, 19, 24, 25, 29, 30, 31, 33, 35, 36], [0, 1, 2, 3, 4, 5, 11, 12, 14, 16, 17, 22, 23, 27, 28, 34, 35, 36], [0, 1, 3, 4, 7, 9, 10, 15, 16, 17, 20, 24, 27, 29, 30, 33, 34, 35], [0, 1, 3, 5, 6, 10, 12, 13, 15, 22, 23, 25, 29, 30, 32, 34, 35, 36], [0, 1, 2, 4, 5, 7, 8, 11, 14, 18, 20, 23, 24, 27, 32, 33, 35, 36], [0, 1, 2, 4, 5, 6, 8, 9, 16, 17, 18, 23, 26, 27, 28, 29, 35, 36], [0, 1, 2, 3, 4, 5, 10, 14, 16, 25, 28, 29, 30, 32, 33, 34, 35, 36], [0, 1, 2, 7, 8, 9, 10, 11, 14, 15, 16, 19, 20, 25, 26, 32, 35, 36], [0, 1, 2, 3, 4, 5, 9, 11, 14, 15, 16, 17, 25, 30, 31, 34, 35, 36], [0, 1, 3, 5, 6, 8, 10, 11, 18, 21, 24, 25, 27, 29, 30, 31, 32, 35], [0, 1, 2, 5, 6, 10, 11, 12, 13, 14, 16, 25, 26, 27, 32, 33, 35, 36], [0, 2, 3, 5, 6, 8, 10, 12, 14, 21, 24, 25, 28, 30, 31, 33, 34, 36]]",sidecar,,0
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n9181,20929389,Is the motorcycle near the jacket black and metallic?,No,"[""no""]",1.0,2,13.384078978560865,254.4758701696992,52.042172639630735,358.40642894618213,64.53899794723839,423.0101238936186,19.778361078351736,442.7884849719703,323485696,576,269,286.6390898125246,0.0,9.0,37,0.24324324324324326,0.2510363520408163,"[0.24702380952380953, 0.24489795918367346, 0.25510204081632654, 0.24787414965986396, 0.2461734693877551, 0.24829931972789115, 0.24489795918367346, 0.24149659863945577, 0.2457482993197279, 0.2495748299319728, 0.24107142857142858, 0.2512755102040816, 0.2538265306122449, 0.2495748299319728, 0.25637755102040816, 0.25170068027210885, 0.25510204081632654, 0.25637755102040816, 0.2534013605442177, 0.25170068027210885, 0.25977891156462585, 0.24744897959183673, 0.2585034013605442, 0.2508503401360544, 0.2542517006802721, 0.2504251700680272, 0.24829931972789115, 0.25255102040816324, 0.24829931972789115, 0.25892857142857145, 0.2602040816326531, 0.25212585034013607]",0.0,288,298319872,25165824,268,1,323485696,32,0,32,static_diverse,"[[0, 3, 4, 5, 6, 7, 8, 11, 19], [0, 1, 2, 3, 4, 6, 7, 22, 35], [0, 1, 2, 3, 4, 5, 6, 11, 36], [0, 1, 2, 3, 4, 5, 6, 22, 29], [0, 1, 2, 3, 4, 5, 6, 33, 36], [0, 1, 2, 3, 4, 5, 7, 27, 33], [0, 1, 2, 3, 4, 5, 6, 31, 34], [0, 1, 2, 3, 6, 7, 8, 34, 36], [0, 1, 2, 3, 4, 5, 6, 19, 34], [0, 1, 2, 3, 4, 5, 8, 29, 35], [0, 1, 2, 3, 4, 6, 7, 34, 36], [0, 1, 2, 4, 5, 6, 7, 23, 31], [0, 1, 2, 3, 4, 7, 8, 28, 36], [0, 1, 2, 3, 4, 5, 7, 31, 36], [0, 1, 2, 5, 7, 8, 13, 28, 34], [0, 2, 4, 5, 6, 7, 9, 27, 36], [0, 1, 2, 3, 4, 5, 7, 31, 35], [0, 1, 2, 3, 5, 6, 7, 30, 35], [0, 1, 2, 3, 4, 5, 7, 31, 35], [0, 1, 2, 3, 5, 9, 11, 31, 36], [0, 1, 2, 3, 4, 5, 6, 28, 35], [0, 1, 2, 3, 4, 5, 7, 31, 36], [0, 1, 2, 3, 4, 5, 6, 29, 35], [0, 1, 2, 3, 4, 6, 7, 28, 36], [0, 1, 2, 3, 4, 5, 7, 29, 35], [0, 1, 2, 3, 4, 7, 9, 27, 35], [0, 1, 2, 3, 4, 5, 8, 33, 36], [0, 1, 2, 3, 6, 7, 13, 23, 36], [0, 1, 2, 4, 6, 7, 17, 34, 36], [0, 1, 2, 3, 4, 6, 19, 31, 35], [0, 1, 2, 5, 6, 7, 9, 32, 35], [0, 1, 2, 3, 5, 7, 8, 30, 36]]",sidecar,,0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n9181,20929389,Is the motorcycle near the jacket black and metallic?,No,"[""no""]",1.0,2,23.596158949658275,444.5628399262205,99.29869836196303,654.0103279985487,37.613968015648425,691.6724409675226,19.4676429964602,711.1400839639828,624164864,1152,371,523.7147421576083,0.0,18.0,37,0.4864864864864865,0.489437181122449,"[0.4897959183673469, 0.4897959183673469, 0.49489795918367346, 0.48341836734693877, 0.483843537414966, 0.48299319727891155, 0.4897959183673469, 0.48299319727891155, 0.4897959183673469, 0.4842687074829932, 0.48299319727891155, 0.491921768707483, 0.48596938775510207, 0.4842687074829932, 0.4961734693877551, 0.49107142857142855, 0.4872448979591837, 0.49447278911564624, 0.4931972789115646, 0.49107142857142855, 0.49744897959183676, 0.48554421768707484, 0.4953231292517007, 0.4880952380952381, 0.4872448979591837, 0.4906462585034014, 0.48681972789115646, 0.48894557823129253, 0.48554421768707484, 0.49702380952380953, 0.49744897959183676, 0.491921768707483]",0.0,576,598999040,25165824,370,1,624164864,32,0,32,static_diverse,"[[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 30, 35], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 18, 29, 31, 33, 35], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 18, 20, 31, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 29, 31, 34, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 17, 20, 28, 33, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 19, 33, 34, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 13, 15, 16, 19, 30, 33, 34], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15, 22, 32, 34, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 28, 30, 34, 35], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 16, 27, 33, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 16, 27, 34, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 15, 16, 21, 24, 31, 33], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 21, 31, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 22, 31, 33, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 18, 22, 28, 33, 34], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 17, 28, 33, 34, 36], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 18, 31, 33, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14, 15, 28, 31, 34, 35], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 16, 17, 27, 31, 33, 35], [0, 1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 27, 31, 32, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 17, 18, 21, 27, 34, 35], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 19, 24, 34, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 18, 29, 30, 35], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 32, 33, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 24, 27, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 16, 18, 21, 26, 33, 35], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 28, 33, 34, 36], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 20, 26, 27, 29, 36], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 17, 32, 34, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 15, 19, 24, 31, 32, 35], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 15, 16, 19, 32, 33, 35], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16, 27, 30, 33, 36]]",sidecar,,0
gqa,fullload,FullLoad,1.0,full,n9181,20929384,Is the motorcycle on the right part?,No,"[""no""]",1.0,2,,483.66196383722126,,,758.6119039915502,763.919341028668,19.677481963299215,783.5968229919672,1233125376,2368,64,,697.8124000597745,,,1.0,1.0,null,0.0,,1233125376,0,64,0,1233125376,,,,,null,,,0
gqa,recompute,ReComp,,none,n9181,20929384,Is the motorcycle on the right part?,No,"[""no""]",1.0,2,,0.0,,,538.9688840368763,538.9691800810397,18.773013958707452,557.7421940397471,0,0,0,,,,,,,null,,,0,0,0,0,0,,,,,null,,,
gqa,sparsevlm,SparseVLM,0.25,token,n9181,20929384,Is the motorcycle on the right part?,No,"[""no""]",1.0,2,,446.69266347773373,,,759.3673929804936,766.2008620100096,27.493364992551506,793.6942270025611,1058406400,3096,144,,707.0856671780348,,,0.8074324324324325,0.24489795918367346,null,0.21875,,1000603648,0,112,0,1058406400,,,,,null,,,12
gqa,reorder_prefix_chunk@25,Reorder+Prefix,0.25,chunk,n9181,20929384,Is the motorcycle on the right part?,No,"[""no""]",1.0,2,0.1427364768460393,168.49490103777498,44.913980178534985,239.58881304133683,41.43731691874564,281.0699689434841,19.135526032187045,300.2054949756712,327155712,576,65,189.14915435016155,0.0,9.0,37,0.24324324324324326,0.251953125,"[0.24489795918367346, 0.24489795918367346, 0.26105442176870747, 0.24702380952380953, 0.2504251700680272, 0.24489795918367346, 0.24489795918367346, 0.24489795918367346, 0.24489795918367346, 0.24787414965986396, 0.24489795918367346, 0.24914965986394558, 0.2568027210884354, 0.2512755102040816, 0.2576530612244898, 0.258078231292517, 0.2534013605442177, 0.2546768707482993, 0.25255102040816324, 0.25552721088435376, 0.25892857142857145, 0.2512755102040816, 0.25637755102040816, 0.2538265306122449, 0.2534013605442177, 0.24872448979591838, 0.25255102040816324, 0.25595238095238093, 0.2504251700680272, 0.2568027210884354, 0.2568027210884354, 0.2576530612244898]",0.0,288,301989888,25165824,64,1,327155712,0,0,0,prefix,"[[0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8]]",sidecar,True,0
