metric,turns_n,method,budget,scenario,n_dialogs,persistence_charged,cumulative_ms_mean,cumulative_ms_p50,cumulative_ms_p95,delta_vs_recomp_ms_mean,delta_vs_recomp_ms_p50,delta_vs_recomp_ms_p95,reduction_vs_recomp_pct_of_means,strictly_better_dialog_fraction,is_direct_two_turn_case
sum_of_per_request_e2e_ms_with_persistence_scenario,6,Prefix25,0.25,worst,100,True,3123.7493708566763,3079.998209141195,3662.825357943075,-250.3747900039889,-287.6283564255573,120.73225845233517,7.420437958635285,0.83,False
sum_of_per_request_e2e_ms_with_persistence_scenario,6,Prefix45,0.45,hidden,100,False,2817.1295450557955,2837.692982633598,3328.754741774173,-556.9946158048697,-576.7934526083991,-188.44523180159766,16.507828083682384,0.98,False
sum_of_per_request_e2e_ms_with_persistence_scenario,6,Prefix45,0.45,worst,100,True,3796.874574671965,3797.611386340577,4420.884347945685,422.75041381129995,381.97450450388715,725.8407249231823,-12.529189610600033,0.0,False
sum_of_per_request_e2e_ms_with_persistence_scenario,7,ReComp,,recompute_no_persistence,100,False,3949.8294477863237,4035.8974325936288,4460.679988772608,0.0,0.0,0.0,0.0,0.0,False
sum_of_per_request_e2e_ms_with_persistence_scenario,7,Prefix25,0.25,hidden,100,False,2479.8874305782374,2468.61474000616,2979.463157762075,-1469.9420172080863,-1497.3777305567637,-829.9150123493749,37.215328829752714,1.0,False
sum_of_per_request_e2e_ms_with_persistence_scenario,7,Prefix25,0.25,worst,100,True,3459.632460194407,3408.5884840460494,4097.463829943445,-490.1969875919167,-511.6006074822508,-1.5425116347616878,12.41058618028803,0.95,False
sum_of_per_request_e2e_ms_with_persistence_scenario,7,Prefix45,0.45,hidden,100,False,3282.4372892046813,3305.9098813682795,3896.0052395297676,-667.3921585816424,-679.0824609342963,-239.6031355659947,16.89673357809618,1.0,False
sum_of_per_request_e2e_ms_with_persistence_scenario,7,Prefix45,0.45,worst,100,True,4262.182318820851,4250.832671939861,5046.020323882112,312.3528710345272,276.18964709108695,648.4460624458734,-7.908009071368505,0.02,False
sum_of_per_request_e2e_ms_with_persistence_scenario,8,ReComp,,recompute_no_persistence,100,False,4527.780635241652,4622.1308370586485,5136.94392684265,0.0,0.0,0.0,0.0,0.0,False
sum_of_per_request_e2e_ms_with_persistence_scenario,8,Prefix25,0.25,hidden,100,False,2811.9330970873125,2816.8622935190797,3337.022351514315,-1715.8475381543394,-1764.9192720418796,-897.9653409274761,37.895995331557465,1.0,False
sum_of_per_request_e2e_ms_with_persistence_scenario,8,Prefix25,0.25,worst,100,True,3791.678126703482,3758.046418079175,4411.65224230499,-736.1025085381698,-767.0870120055042,-151.05251772329228,16.25746845615199,0.98,False
sum_of_per_request_e2e_ms_with_persistence_scenario,8,Prefix45,0.45,hidden,100,False,3749.7764185769483,3757.2865200345404,4346.857226331485,-778.0042166647036,-801.9121110555716,-294.3209203716835,17.182904370612928,1.0,False
sum_of_per_request_e2e_ms_with_persistence_scenario,8,Prefix45,0.45,worst,100,True,4729.521448193118,4691.223354428075,5495.388528885087,201.74081295146607,169.94788992451504,607.8433383023366,-4.455622504792545,0.21,False
sum_of_per_request_e2e_ms_with_persistence_scenario,9,ReComp,,recompute_no_persistence,100,False,5108.788608092582,5215.492282470223,5738.9892617822625,0.0,0.0,0.0,0.0,0.0,False
sum_of_per_request_e2e_ms_with_persistence_scenario,9,Prefix25,0.25,hidden,100,False,3148.053613222437,3143.6962843872607,3663.2465465692803,-1960.7349948701449,-2017.1062380541116,-1111.6988760593815,38.37964623872361,1.0,False
sum_of_per_request_e2e_ms_with_persistence_scenario,9,Prefix25,0.25,worst,100,True,4127.798642838607,4114.278292399831,4767.496567638591,-980.9899652539752,-1018.2600046973675,-322.1316866984125,19.202007374116768,0.98,False
sum_of_per_request_e2e_ms_with_persistence_scenario,9,Prefix45,0.45,hidden,100,False,4214.037212503608,4224.954092060216,4807.799647317733,-894.7513955889735,-904.6299259644002,-347.2799007897266,17.513963959511692,1.0,False
sum_of_per_request_e2e_ms_with_persistence_scenario,9,Prefix45,0.45,worst,100,True,5193.782242119778,5186.777263996191,5979.209814424394,84.9936340271961,57.44841892737895,507.7965939184651,-1.6636749050951583,0.42,False
sum_of_per_request_e2e_ms_with_persistence_scenario,10,ReComp,,recompute_no_persistence,100,False,5694.655815722654,5808.065569901373,6418.868509156164,0.0,0.0,0.0,0.0,0.0,False
sum_of_per_request_e2e_ms_with_persistence_scenario,10,Prefix25,0.25,hidden,100,False,3476.459781754529,3477.1080483915284,4093.0116334813647,-2218.1960339681245,-2275.5230566253886,-1336.270885134582,38.95224058746094,1.0,False
sum_of_per_request_e2e_ms_with_persistence_scenario,10,Prefix25,0.25,worst,100,True,4456.204811370699,4425.698548555374,5108.276726171606,-1238.451004351955,-1244.5089640677907,-529.9430129933172,21.74760063518949,0.99,False
sum_of_per_request_e2e_ms_with_persistence_scenario,10,Prefix45,0.45,hidden,100,False,4675.649043079466,4687.801123713143,5422.500282997498,-1019.006772643188,-1027.1281237364747,-462.7432926790791,17.894088872408453,1.0,False
sum_of_per_request_e2e_ms_with_persistence_scenario,10,Prefix45,0.45,worst,100,True,5655.394072695635,5665.231763559859,6478.009423310868,-39.26174302701838,-70.357340562623,415.68825370632106,0.6894489201369924,0.59,False
