dialog_id,image_id,method_key,acc1,acc2,acc3,avg,cache_hit_ttft_ms_mean,cache_hit_e2e_ms_mean,cache_hit_ssd_read_bytes_mean
mtgqa_000008,n229548,recompute,1.0,1.0,1.0,1.0,605.6063665309921,634.7359460196458,0.0
mtgqa_000008,n229548,fullload,1.0,1.0,1.0,1.0,852.0723909605294,891.9041059562005,1333788672.0
mtgqa_000008,n229548,prefix25,1.0,1.0,1.0,1.0,303.1361709581688,333.17489497130737,360710144.0
mtgqa_000008,n229548,prefix45,1.0,1.0,1.0,1.0,472.5031459820457,505.43068803381175,629145600.0
mtgqa_000009,n229548,recompute,0.0,1.0,1.0,0.6666666666666666,601.282037445344,639.4588814582676,0.0
mtgqa_000009,n229548,fullload,0.0,1.0,1.0,0.6666666666666666,879.838730499614,928.6861174623482,1333788672.0
mtgqa_000009,n229548,prefix25,0.0,1.0,1.0,0.6666666666666666,267.2479290049523,308.00976854516193,360710144.0
mtgqa_000009,n229548,prefix45,0.0,1.0,1.0,0.6666666666666666,471.8682834645733,511.5688049700111,629145600.0
mtgqa_000010,n229548,recompute,0.0,1.0,1.0,0.6666666666666666,626.6939090564847,646.0240505402908,0.0
mtgqa_000010,n229548,fullload,0.0,1.0,1.0,0.6666666666666666,867.0107399811968,887.1991820051335,1333788672.0
mtgqa_000010,n229548,prefix25,0.0,1.0,1.0,0.6666666666666666,275.7220905041322,295.15593202086166,360710144.0
mtgqa_000010,n229548,prefix45,0.0,1.0,1.0,0.6666666666666666,451.0445380001329,471.16496704984456,629145600.0
mtgqa_000011,n229548,recompute,1.0,0.0,1.0,0.6666666666666666,610.7662604772486,658.2151639740914,0.0
mtgqa_000011,n229548,fullload,1.0,0.0,1.0,0.6666666666666666,815.9734094515443,865.007254993543,1333788672.0
mtgqa_000011,n229548,prefix25,1.0,0.0,1.0,0.6666666666666666,272.3828919697553,325.70554153062403,360710144.0
mtgqa_000011,n229548,prefix45,1.0,0.0,1.0,0.6666666666666666,463.2959614973515,511.6404354921542,629145600.0
mtgqa_000012,n181355,recompute,0.0,1.0,1.0,0.6666666666666666,552.9064300353639,609.2048160498962,0.0
mtgqa_000012,n181355,fullload,0.0,1.0,1.0,0.6666666666666666,875.828783493489,935.1460189791396,1226833920.0
mtgqa_000012,n181355,prefix25,0.0,1.0,1.0,0.6666666666666666,255.5150089901872,332.2944740066305,320864256.0
mtgqa_000012,n181355,prefix45,0.0,1.0,1.0,0.6666666666666666,444.67187102418393,523.1954915216193,589299712.0
mtgqa_000013,n181355,recompute,0.0,1.0,0.0,0.3333333333333333,561.1672204686329,598.9451850182377,0.0
mtgqa_000013,n181355,fullload,0.0,1.0,0.0,0.3333333333333333,918.1582750170492,957.2503115050495,1226833920.0
mtgqa_000013,n181355,prefix25,0.0,1.0,0.0,0.3333333333333333,257.89047544822097,288.0357234389521,320864256.0
mtgqa_000013,n181355,prefix45,0.0,1.0,0.0,0.3333333333333333,448.07838002452627,488.89877449255437,589299712.0
mtgqa_000014,n181355,recompute,1.0,0.0,0.0,0.3333333333333333,543.9313690294512,563.6463100090623,0.0
mtgqa_000014,n181355,fullload,1.0,0.0,0.0,0.3333333333333333,802.8191030025482,825.4515070002526,1226833920.0
mtgqa_000014,n181355,prefix25,1.0,0.0,0.0,0.3333333333333333,276.6028164187446,305.83549197763205,320864256.0
mtgqa_000014,n181355,prefix45,1.0,0.0,0.0,0.3333333333333333,455.14393801568076,475.45572550734505,589299712.0
mtgqa_000015,n181355,recompute,1.0,0.0,1.0,0.6666666666666666,545.3546725329943,592.4612929811701,0.0
mtgqa_000015,n181355,fullload,1.0,0.0,1.0,0.6666666666666666,947.8906104923226,996.6997135197744,1226833920.0
mtgqa_000015,n181355,prefix25,1.0,0.0,1.0,0.6666666666666666,259.31131053948775,309.03122550807893,320864256.0
mtgqa_000015,n181355,prefix45,1.0,0.0,1.0,0.6666666666666666,468.81668345304206,517.468640988227,589299712.0
mtgqa_000016,n181355,recompute,1.0,1.0,1.0,1.0,544.434572046157,591.0888934740797,0.0
mtgqa_000016,n181355,fullload,1.0,1.0,1.0,1.0,823.44649953302,872.2965365159325,1226833920.0
mtgqa_000016,n181355,prefix25,1.0,1.0,1.0,1.0,260.95119398087263,310.9651890117675,320864256.0
mtgqa_000016,n181355,prefix45,1.0,1.0,1.0,1.0,464.04176502255723,513.6321235331707,589299712.0
mtgqa_000017,n181355,recompute,1.0,1.0,1.0,1.0,542.6753634819761,617.6793859922327,0.0
mtgqa_000017,n181355,fullload,1.0,1.0,1.0,1.0,900.547748489771,976.86271101702,1226833920.0
mtgqa_000017,n181355,prefix25,1.0,0.0,1.0,0.6666666666666666,257.3186994995922,306.87881651101634,320864256.0
mtgqa_000017,n181355,prefix45,1.0,1.0,1.0,1.0,458.19188852328807,534.9209210253321,589299712.0
mtgqa_000018,n181355,recompute,0.0,1.0,1.0,0.6666666666666666,552.2864874801598,571.5834284783341,0.0
mtgqa_000018,n181355,fullload,0.0,1.0,1.0,0.6666666666666666,922.5195049657486,942.8136884816922,1226833920.0
mtgqa_000018,n181355,prefix25,0.0,0.0,1.0,0.3333333333333333,252.8366309707053,272.85352599574253,320864256.0
mtgqa_000018,n181355,prefix45,0.0,1.0,1.0,0.6666666666666666,440.3070664848201,461.0680915066041,589299712.0
mtgqa_000019,n181355,recompute,0.0,0.0,1.0,0.3333333333333333,534.6668644924648,571.987101517152,0.0
mtgqa_000019,n181355,fullload,0.0,0.0,1.0,0.3333333333333333,770.6752850790508,816.0308220540173,1226833920.0
mtgqa_000019,n181355,prefix25,0.0,0.0,1.0,0.3333333333333333,246.98281002929434,306.4971514977515,320864256.0
mtgqa_000019,n181355,prefix45,0.0,0.0,1.0,0.3333333333333333,457.8029755502939,517.0773705467582,589299712.0
mtgqa_000020,n181355,recompute,1.0,0.0,1.0,0.6666666666666666,559.2338489950635,587.9709029686637,0.0
mtgqa_000020,n181355,fullload,1.0,0.0,1.0,0.6666666666666666,758.2014455110766,788.9737440273166,1226833920.0
mtgqa_000020,n181355,prefix25,1.0,0.0,1.0,0.6666666666666666,253.46093496773392,283.77997496863827,320864256.0
mtgqa_000020,n181355,prefix45,1.0,0.0,1.0,0.6666666666666666,449.0715470165014,486.54261650517583,589299712.0
mtgqa_000021,n181355,recompute,1.0,1.0,1.0,1.0,563.370561983902,620.5454015289433,0.0
mtgqa_000021,n181355,fullload,1.0,1.0,1.0,1.0,744.9630394694395,806.6734810126945,1226833920.0
mtgqa_000021,n181355,prefix25,1.0,1.0,1.0,1.0,252.31221196008846,309.89364197012037,320864256.0
mtgqa_000021,n181355,prefix45,1.0,1.0,1.0,1.0,458.6046519689262,517.8155055036768,589299712.0
mtgqa_000022,n181355,recompute,1.0,1.0,1.0,1.0,563.4792995406315,610.6986830127425,0.0
mtgqa_000022,n181355,fullload,1.0,1.0,1.0,1.0,811.0369024798274,861.9515839964151,1226833920.0
mtgqa_000022,n181355,prefix25,1.0,1.0,1.0,1.0,284.4998119981028,333.2438115612604,320864256.0
mtgqa_000022,n181355,prefix45,1.0,1.0,1.0,1.0,406.51921898825094,455.5533904931508,589299712.0
mtgqa_000023,n181355,recompute,1.0,1.0,0.0,0.6666666666666666,530.3231930010952,558.9838344603777,0.0
mtgqa_000023,n181355,fullload,1.0,1.0,0.0,0.6666666666666666,736.044209508691,765.960628981702,1226833920.0
mtgqa_000023,n181355,prefix25,1.0,0.0,0.0,0.3333333333333333,289.4694575225003,309.32812253013253,320864256.0
mtgqa_000023,n181355,prefix45,1.0,1.0,0.0,0.6666666666666666,463.52346148341894,493.4777374728583,589299712.0
mtgqa_000024,n181355,recompute,1.0,1.0,1.0,1.0,544.0306690870784,600.0668515334837,0.0
mtgqa_000024,n181355,fullload,1.0,1.0,1.0,1.0,778.7563140154816,844.3979810690507,1226833920.0
mtgqa_000024,n181355,prefix25,1.0,1.0,1.0,1.0,261.0056115081534,318.5016839997843,320864256.0
mtgqa_000024,n181355,prefix45,1.0,1.0,1.0,1.0,453.75670143403113,511.2500654649921,589299712.0
mtgqa_000025,n181355,recompute,0.0,1.0,1.0,0.6666666666666666,545.0947119970806,564.8795960005373,0.0
mtgqa_000025,n181355,fullload,0.0,1.0,1.0,0.6666666666666666,814.5236480049789,835.5263409903273,1226833920.0
mtgqa_000025,n181355,prefix25,0.0,1.0,1.0,0.6666666666666666,249.3404319975525,268.9626134815626,320864256.0
mtgqa_000025,n181355,prefix45,0.0,1.0,1.0,0.6666666666666666,434.70336048631,455.2258420153521,589299712.0
mtgqa_000026,n181355,recompute,1.0,1.0,1.0,1.0,554.3667515157722,573.6719804699533,0.0
mtgqa_000026,n181355,fullload,1.0,1.0,1.0,1.0,797.8712360491045,817.9569220519625,1226833920.0
mtgqa_000026,n181355,prefix25,1.0,1.0,1.0,1.0,262.76527607114986,282.305613567587,320864256.0
mtgqa_000026,n181355,prefix45,1.0,1.0,1.0,1.0,442.39587750053033,462.39948994480073,589299712.0
mtgqa_000027,n181355,recompute,1.0,1.0,1.0,1.0,557.8465274884365,577.429624972865,0.0
mtgqa_000027,n181355,fullload,1.0,1.0,1.0,1.0,796.5125244809315,816.5665720589459,1226833920.0
mtgqa_000027,n181355,prefix25,1.0,1.0,1.0,1.0,260.58600249234587,281.0384774929844,320864256.0
mtgqa_000027,n181355,prefix45,1.0,1.0,1.0,1.0,392.941233003512,415.5010230024345,589299712.0
mtgqa_000028,n181355,recompute,1.0,0.0,1.0,0.6666666666666666,559.3460645177402,615.7141714938916,0.0
mtgqa_000028,n181355,fullload,1.0,0.0,1.0,0.6666666666666666,904.4357410166413,962.3343009734526,1226833920.0
mtgqa_000028,n181355,prefix25,1.0,0.0,1.0,0.6666666666666666,251.02019001496956,310.11889746878296,320864256.0
mtgqa_000028,n181355,prefix45,1.0,0.0,1.0,0.6666666666666666,458.00575596513227,516.7126184678636,589299712.0
mtgqa_000029,n181355,recompute,1.0,1.0,1.0,1.0,560.4921955382451,590.2060104999691,0.0
mtgqa_000029,n181355,fullload,1.0,1.0,1.0,1.0,840.8428329857998,870.6327454419807,1226833920.0
mtgqa_000029,n181355,prefix25,1.0,1.0,1.0,1.0,285.25818698108196,315.8777630305849,320864256.0
mtgqa_000029,n181355,prefix45,1.0,1.0,1.0,1.0,432.7669045305811,463.03511352743953,589299712.0
mtgqa_000030,n181355,recompute,1.0,1.0,1.0,1.0,560.7746655587107,609.9180590244941,0.0
mtgqa_000030,n181355,fullload,1.0,1.0,1.0,1.0,863.0474624806084,911.9809904950671,1226833920.0
mtgqa_000030,n181355,prefix25,1.0,1.0,1.0,1.0,254.00736852316186,302.5377245503478,320864256.0
mtgqa_000030,n181355,prefix45,1.0,1.0,1.0,1.0,419.0858499496244,466.6914254776202,589299712.0
mtgqa_000031,n181355,recompute,0.0,1.0,1.0,0.6666666666666666,531.8700305069797,561.4130970207043,0.0
mtgqa_000031,n181355,fullload,0.0,1.0,1.0,0.6666666666666666,843.563134490978,873.549334530253,1226833920.0
mtgqa_000031,n181355,prefix25,0.0,0.0,1.0,0.3333333333333333,282.9002200742252,313.2908574771136,320864256.0
mtgqa_000031,n181355,prefix45,0.0,1.0,1.0,0.6666666666666666,455.29412501491606,486.0937194316648,589299712.0
mtgqa_000032,n181355,recompute,0.0,1.0,1.0,0.6666666666666666,549.345487030223,624.8860180494376,0.0
mtgqa_000032,n181355,fullload,0.0,1.0,1.0,0.6666666666666666,935.6045500026084,1014.1730190371163,1226833920.0
mtgqa_000032,n181355,prefix25,0.0,1.0,1.0,0.6666666666666666,266.0174199845642,343.97584648104385,320864256.0
mtgqa_000032,n181355,prefix45,0.0,1.0,1.0,0.6666666666666666,423.77904400927946,500.9772549965419,589299712.0
mtgqa_000033,n181355,recompute,1.0,0.0,1.0,0.6666666666666666,562.5603835214861,618.9762664726004,0.0
mtgqa_000033,n181355,fullload,1.0,0.0,1.0,0.6666666666666666,841.1784319905564,899.8395085218363,1226833920.0
mtgqa_000033,n181355,prefix25,1.0,0.0,1.0,0.6666666666666666,257.0552250253968,315.4540680698119,320864256.0
mtgqa_000033,n181355,prefix45,1.0,0.0,1.0,0.6666666666666666,429.33797248406336,488.7858259608038,589299712.0
mtgqa_000034,n95369,recompute,1.0,1.0,1.0,1.0,493.6489495448768,513.0705634946935,0.0
mtgqa_000034,n95369,fullload,1.0,1.0,1.0,1.0,713.7293224805035,739.5856394432485,1132462080.0
mtgqa_000034,n95369,prefix25,1.0,0.0,1.0,0.6666666666666666,255.025033489801,275.84715449484065,293601280.0
mtgqa_000034,n95369,prefix45,1.0,1.0,1.0,1.0,392.8767110337503,414.96202151756734,528482304.0
mtgqa_000035,n95369,recompute,1.0,1.0,1.0,1.0,518.8513199682347,537.7027134527452,0.0
mtgqa_000035,n95369,fullload,1.0,1.0,1.0,1.0,739.9428159696981,773.3086009975523,1132462080.0
mtgqa_000035,n95369,prefix25,1.0,1.0,1.0,1.0,263.7377840001136,283.68535096524283,293601280.0
mtgqa_000035,n95369,prefix45,1.0,1.0,1.0,1.0,411.3628630293533,431.4233470358886,528482304.0
mtgqa_000036,n95369,recompute,1.0,1.0,1.0,1.0,515.7523289672099,544.283588998951,0.0
mtgqa_000036,n95369,fullload,1.0,1.0,1.0,1.0,706.6437594476156,755.7675844873302,1132462080.0
mtgqa_000036,n95369,prefix25,1.0,1.0,1.0,1.0,236.97942041326314,267.82075298251584,293601280.0
mtgqa_000036,n95369,prefix45,1.0,1.0,1.0,1.0,396.5977899497375,430.99457799689844,528482304.0
mtgqa_000037,n95369,recompute,1.0,1.0,1.0,1.0,517.2141395159997,536.9943755213171,0.0
mtgqa_000037,n95369,fullload,1.0,1.0,1.0,1.0,724.5849449536763,759.4281464698724,1132462080.0
mtgqa_000037,n95369,prefix25,1.0,1.0,1.0,1.0,258.9269895106554,278.7936925305985,293601280.0
mtgqa_000037,n95369,prefix45,1.0,1.0,1.0,1.0,409.16598349576816,432.563342503272,528482304.0
mtgqa_000038,n204894,recompute,0.0,0.0,1.0,0.3333333333333333,519.0007644705474,538.5807025595568,0.0
mtgqa_000038,n204894,fullload,0.0,0.0,1.0,0.3333333333333333,802.321536524687,825.3346600104123,1132462080.0
mtgqa_000038,n204894,prefix25,0.0,0.0,1.0,0.3333333333333333,283.39894948294386,306.7208605352789,293601280.0
mtgqa_000038,n204894,prefix45,0.0,0.0,1.0,0.3333333333333333,380.608530016616,400.3142835572362,528482304.0
mtgqa_000039,n204894,recompute,1.0,0.0,1.0,0.6666666666666666,518.8285170006566,557.457864517346,0.0
mtgqa_000039,n204894,fullload,1.0,0.0,1.0,0.6666666666666666,749.1274885251187,788.5802865494043,1132462080.0
mtgqa_000039,n204894,prefix25,1.0,0.0,1.0,0.6666666666666666,294.3729459657334,334.2678059707396,293601280.0
mtgqa_000039,n204894,prefix45,1.0,0.0,1.0,0.6666666666666666,443.10591951943934,482.03088104492053,528482304.0
mtgqa_000040,n204894,recompute,1.0,1.0,1.0,1.0,515.2848059660755,534.5712704584002,0.0
mtgqa_000040,n204894,fullload,1.0,1.0,1.0,1.0,752.1392475464381,776.7132500302978,1132462080.0
mtgqa_000040,n204894,prefix25,1.0,0.0,1.0,0.6666666666666666,281.2786419526674,302.63248848496005,293601280.0
mtgqa_000040,n204894,prefix45,1.0,0.0,1.0,0.6666666666666666,447.363639541436,467.29877102188766,528482304.0
mtgqa_000041,n204894,recompute,0.0,1.0,0.0,0.3333333333333333,504.61678102146834,523.9930575480685,0.0
mtgqa_000041,n204894,fullload,0.0,1.0,0.0,0.3333333333333333,745.3703330247663,773.8127924967557,1132462080.0
mtgqa_000041,n204894,prefix25,0.0,1.0,1.0,0.6666666666666666,296.2443195283413,316.0320980241522,293601280.0
mtgqa_000041,n204894,prefix45,0.0,1.0,0.0,0.3333333333333333,435.82290899939835,455.7359214522876,528482304.0
mtgqa_000042,n204894,recompute,1.0,1.0,1.0,1.0,508.14021297264844,527.8415469801985,0.0
mtgqa_000042,n204894,fullload,1.0,1.0,1.0,1.0,694.2954059923068,730.7310469914228,1132462080.0
mtgqa_000042,n204894,prefix25,1.0,0.0,1.0,0.6666666666666666,292.5296504981816,321.61402457859367,293601280.0
mtgqa_000042,n204894,prefix45,1.0,1.0,1.0,1.0,410.2031785296276,430.69426849251613,528482304.0
mtgqa_000043,n204894,recompute,0.0,1.0,1.0,0.6666666666666666,513.5484589845873,532.6942999963649,0.0
mtgqa_000043,n204894,fullload,0.0,1.0,1.0,0.6666666666666666,738.4747774922289,758.6685059941374,1132462080.0
mtgqa_000043,n204894,prefix25,0.0,0.0,0.0,0.0,279.2692205403,299.3252419983037,293601280.0
mtgqa_000043,n204894,prefix45,0.0,1.0,1.0,0.6666666666666666,417.891105520539,438.3708495297469,528482304.0
mtgqa_000044,n204894,recompute,1.0,1.0,0.0,0.6666666666666666,489.8019814863801,509.7305279923603,0.0
mtgqa_000044,n204894,fullload,1.0,1.0,0.0,0.6666666666666666,748.0391020071693,768.1744970032014,1132462080.0
mtgqa_000044,n204894,prefix25,1.0,1.0,0.0,0.6666666666666666,260.3488670429215,280.4650880279951,293601280.0
mtgqa_000044,n204894,prefix45,1.0,1.0,0.0,0.6666666666666666,394.7261545108631,414.50794303091243,528482304.0
mtgqa_000045,n204894,recompute,1.0,0.0,1.0,0.6666666666666666,513.3886054391041,542.2098504495807,0.0
mtgqa_000045,n204894,fullload,1.0,0.0,1.0,0.6666666666666666,749.798274540808,779.6906520379707,1132462080.0
mtgqa_000045,n204894,prefix25,1.0,0.0,1.0,0.6666666666666666,291.9458484975621,321.40793604776263,293601280.0
mtgqa_000045,n204894,prefix45,1.0,0.0,1.0,0.6666666666666666,407.92647597845644,437.45712097734213,528482304.0
mtgqa_000046,n204894,recompute,0.0,1.0,1.0,0.6666666666666666,520.9365605260246,540.3572589857504,0.0
mtgqa_000046,n204894,fullload,0.0,1.0,1.0,0.6666666666666666,710.2788534248248,740.6119914958254,1132462080.0
mtgqa_000046,n204894,prefix25,0.0,0.0,1.0,0.3333333333333333,273.31154502462596,293.2157029863447,293601280.0
mtgqa_000046,n204894,prefix45,0.0,0.0,1.0,0.3333333333333333,414.24590098904446,433.9872520067729,528482304.0
mtgqa_000047,n204894,recompute,1.0,0.0,1.0,0.6666666666666666,501.7126459861174,520.9614474442787,0.0
mtgqa_000047,n204894,fullload,1.0,0.0,1.0,0.6666666666666666,688.5841839830391,709.1071659815498,1132462080.0
mtgqa_000047,n204894,prefix25,1.0,0.0,1.0,0.6666666666666666,284.9063604953699,304.5618439791724,293601280.0
mtgqa_000047,n204894,prefix45,1.0,0.0,1.0,0.6666666666666666,413.71277754660696,433.90905554406345,528482304.0
mtgqa_000048,n204894,recompute,1.0,1.0,0.0,0.6666666666666666,515.5792014556937,535.2059819852002,0.0
mtgqa_000048,n204894,fullload,1.0,1.0,0.0,0.6666666666666666,663.8116054818965,687.4952980433591,1132462080.0
mtgqa_000048,n204894,prefix25,1.0,1.0,0.0,0.6666666666666666,275.58963402407244,295.9036919637583,293601280.0
mtgqa_000048,n204894,prefix45,1.0,1.0,0.0,0.6666666666666666,384.81176347704604,404.5262959552929,528482304.0
mtgqa_000049,n204894,recompute,1.0,0.0,0.0,0.3333333333333333,512.4071314930916,531.8725234828889,0.0
mtgqa_000049,n204894,fullload,1.0,0.0,0.0,0.3333333333333333,684.1899619903415,716.7616230435669,1132462080.0
mtgqa_000049,n204894,prefix25,1.0,0.0,0.0,0.3333333333333333,273.09839002555236,294.1145475488156,293601280.0
mtgqa_000049,n204894,prefix45,1.0,0.0,0.0,0.3333333333333333,425.85655354196206,445.5206980346702,528482304.0
mtgqa_000050,n28572,recompute,1.0,1.0,0.0,0.6666666666666666,508.46312602516264,527.5294010061771,0.0
mtgqa_000050,n28572,fullload,1.0,1.0,0.0,0.6666666666666666,721.8274060287513,742.1438274905086,1132462080.0
mtgqa_000050,n28572,prefix25,1.0,1.0,0.0,0.6666666666666666,308.5116289439611,331.17221447173506,293601280.0
mtgqa_000050,n28572,prefix45,1.0,1.0,0.0,0.6666666666666666,439.6152420085855,461.4023470203392,528482304.0
mtgqa_000051,n28572,recompute,1.0,1.0,1.0,1.0,512.4524855054915,531.8551940144971,0.0
mtgqa_000051,n28572,fullload,1.0,1.0,1.0,1.0,768.7049770029262,791.5780680486932,1132462080.0
mtgqa_000051,n28572,prefix25,1.0,1.0,1.0,1.0,326.8513514776714,346.4885739958845,293601280.0
mtgqa_000051,n28572,prefix45,1.0,1.0,1.0,1.0,451.99910504743457,472.4170934641734,528482304.0
mtgqa_000052,n28572,recompute,1.0,0.0,1.0,0.6666666666666666,515.3936959686689,535.6863369815983,0.0
mtgqa_000052,n28572,fullload,1.0,0.0,1.0,0.6666666666666666,749.7364159789868,770.008974999655,1132462080.0
mtgqa_000052,n28572,prefix25,1.0,0.0,1.0,0.6666666666666666,301.87743849819526,321.8333704280667,293601280.0
mtgqa_000052,n28572,prefix45,1.0,0.0,1.0,0.6666666666666666,456.4625930506736,477.0158545579761,528482304.0
mtgqa_000053,n28572,recompute,1.0,1.0,1.0,1.0,505.45750750461593,525.0702649937011,0.0
mtgqa_000053,n28572,fullload,1.0,1.0,1.0,1.0,746.4292695512995,767.0336445444264,1132462080.0
mtgqa_000053,n28572,prefix25,1.0,1.0,0.0,0.6666666666666666,315.7837429898791,336.8253579828888,293601280.0
mtgqa_000053,n28572,prefix45,1.0,1.0,1.0,1.0,412.18745650257915,431.8889429559931,528482304.0
mtgqa_000054,n28572,recompute,0.0,1.0,0.0,0.3333333333333333,521.1774010094814,540.962920000311,0.0
mtgqa_000054,n28572,fullload,0.0,1.0,0.0,0.3333333333333333,763.1493000662886,784.1582875698805,1132462080.0
mtgqa_000054,n28572,prefix25,0.0,1.0,0.0,0.3333333333333333,318.9524744520895,338.694158999715,293601280.0
mtgqa_000054,n28572,prefix45,0.0,1.0,0.0,0.3333333333333333,445.9319410379976,465.49106849124655,528482304.0
mtgqa_000055,n28572,recompute,0.0,1.0,1.0,0.6666666666666666,517.3560819239356,546.2553084362298,0.0
mtgqa_000055,n28572,fullload,0.0,1.0,1.0,0.6666666666666666,804.092435457278,838.4604774764739,1132462080.0
mtgqa_000055,n28572,prefix25,0.0,1.0,1.0,0.6666666666666666,309.89386554574594,345.8728455589153,293601280.0
mtgqa_000055,n28572,prefix45,0.0,1.0,1.0,0.6666666666666666,446.9422809779644,476.5957469935529,528482304.0
mtgqa_000056,n28572,recompute,1.0,0.0,1.0,0.6666666666666666,506.54023356037214,535.3971479926258,0.0
mtgqa_000056,n28572,fullload,1.0,0.0,1.0,0.6666666666666666,691.6994840139523,721.5777754900046,1132462080.0
mtgqa_000056,n28572,prefix25,1.0,0.0,0.0,0.3333333333333333,304.20279694953933,334.4348550308496,293601280.0
mtgqa_000056,n28572,prefix45,1.0,0.0,1.0,0.6666666666666666,387.819857976865,417.37697494681925,528482304.0
mtgqa_000057,n28572,recompute,0.0,1.0,1.0,0.6666666666666666,517.1719180652872,565.0283509748988,0.0
mtgqa_000057,n28572,fullload,0.0,1.0,1.0,0.6666666666666666,705.3093644790351,753.90452001011,1132462080.0
mtgqa_000057,n28572,prefix25,0.0,1.0,1.0,0.6666666666666666,298.6917704693042,346.5001120348461,293601280.0
mtgqa_000057,n28572,prefix45,0.0,1.0,1.0,0.6666666666666666,462.1043744846247,513.9159674872644,528482304.0
mtgqa_000058,n28572,recompute,1.0,0.0,0.0,0.3333333333333333,506.4419530099258,535.243138030637,0.0
mtgqa_000058,n28572,fullload,1.0,0.0,0.0,0.3333333333333333,742.6827190211043,781.2619510223158,1132462080.0
mtgqa_000058,n28572,prefix25,1.0,1.0,0.0,0.6666666666666666,294.79104647180066,317.45993200456724,293601280.0
mtgqa_000058,n28572,prefix45,1.0,1.0,0.0,0.6666666666666666,452.5125835207291,472.05692098941654,528482304.0
mtgqa_000059,n28572,recompute,0.0,1.0,1.0,0.6666666666666666,490.0493579916656,509.49333800235763,0.0
mtgqa_000059,n28572,fullload,0.0,1.0,1.0,0.6666666666666666,776.4474109280854,799.8753599240445,1132462080.0
mtgqa_000059,n28572,prefix25,0.0,1.0,1.0,0.6666666666666666,259.6485174144618,282.21744345501065,293601280.0
mtgqa_000059,n28572,prefix45,0.0,1.0,1.0,0.6666666666666666,403.3991264877841,423.8089789869264,528482304.0
mtgqa_000060,n28572,recompute,0.0,0.0,1.0,0.3333333333333333,519.679770572111,539.2465245095082,0.0
