image_id,permutation_ms,kv_repack_ms,ssd_write_ms,fsync_ms,total_persist_ms,bytes_written
n137182,0.4334631375968456,20.02852875739336,261.65200234390795,201.2441789265722,599.6932480484247,782810901
n14,0.6629300769418478,42.28085675276816,429.5771343167871,282.0883560925722,932.3899934533983,1260987908
n140421,0.6001289002597332,42.51138377003372,544.5527073461562,268.55082297697663,1098.190208664164,1143541055
n14087,0.6461201701313257,41.22074623592198,450.1696836668998,286.6164459846914,969.9884396977723,1248404354
n141939,0.642871018499136,39.525166153907776,456.40491996891797,324.00613697245717,1002.608246053569,1260987899
n143672,0.5875870119780302,26.564408093690872,378.46837821416557,271.486341021955,829.9573662225157,1143541046
n143935,0.658468110486865,37.534885574132204,404.8990700393915,279.0039617102593,888.9295181725174,1248404351
n145498,0.6355640944093466,41.6781697422266,544.3494885694236,280.3840890992433,1116.8201989494264,1143541055
n146522,0.5863860715180635,42.204672237858176,546.4728316292167,324.3256320711225,1158.440789906308,1143541057
n146555,0.6484298501163721,30.722544062882662,423.35004173219204,277.7488932479173,904.1380768176168,1260987916
n148872,0.6594138685613871,39.79869605973363,452.6110147126019,346.8800780829042,1027.1938547957689,1260987916
n150962,0.6785527803003788,36.383588798344135,426.2904543429613,288.69125223718584,931.3109728973359,1300836007
n151768,0.6330229807645082,34.241822082549334,419.7167153470218,622.263188008219,1261.0823542345315,1248404354
n153118,0.6491958629339933,46.21981899254024,411.98799735866487,277.12359582073987,1010.7589610852301,1248404351
n153293,0.7476820610463619,54.097308311611414,540.3331932611763,398.4302992466837,1210.236100712791,1562994512
n154160,0.6555560976266861,35.47915816307068,441.0374886356294,283.8571628089994,955.8755441103131,1260987912
n154856,0.45259902253746986,22.562389262020588,362.7880457788706,201.77571987733245,759.0551029425114,782810896
n155555,0.6305112037807703,36.82509693317115,413.11729699373245,278.97538314573467,900.5213410127908,1248404356
n157375,0.615973025560379,38.370497059077024,416.48580913897604,309.0718559687957,942.7291890606284,1248404350
n159284,0.6161232013255358,28.775228885933757,382.85631546750665,347.3096296656877,913.5126271285117,1160319046
n159802,0.6069571245461702,34.215020248666406,386.3136684522033,273.2027810998261,850.9204227011651,1143541047
n160664,0.586705980822444,28.282004175707698,405.63115174882114,270.30124911107123,868.4152248315513,1143541054
n161313,0.4777798894792795,32.64206345193088,402.27084374055266,377.2774962708354,1018.7021370511502,858312550
n162108,0.6464838515967131,43.499873485416174,423.0650949757546,318.3578671887517,971.2472059763968,1248404354
n162148,0.6246571429073811,28.650432592257857,418.6203551944345,278.82619574666023,895.5960108432919,1248404355
n162586,0.6420400459319353,40.03434651531279,418.7047188170254,280.036993091926,914.3669479526579,1195972705
n16378,0.6865349132567644,41.43067169934511,425.39300629869103,279.8450691625476,922.4695272278041,1248404354
n16425,0.6931310053914785,41.54649004340172,428.1077589839697,337.9852070938796,987.2074308805168,1300836002
n164272,0.6445578765124083,37.588275503367186,409.7927329130471,411.7671160493046,1032.7007153537124,1248404354
n166008,0.6695601623505354,43.05107053369284,435.57688826695085,281.55174921266735,940.0880441535264,1248404357
n16656,0.6371799390763044,42.508570943027735,417.15606302022934,278.60122616402805,957.2999128140509,1248404351
n167164,0.643185107037425,42.56026679649949,452.21507479436696,343.1325142737478,1019.9234860483557,1248404357
n167552,0.6160240154713392,37.62989677488804,387.4873127788305,294.7831768542528,881.578316912055,1143541057
n168412,0.5931311752647161,34.832216100767255,356.51099355891347,275.54868208244443,833.5374211892486,1091109406
n16936,0.6043331231921911,30.679237795993686,372.21824610605836,486.62892216816545,1048.239259980619,1143541054
n170941,0.6577430758625269,39.89005496259779,425.0716924434528,278.7225260399282,922.1481319982558,1248404353
n171169,0.61425706371665,28.35578634403646,380.8823050931096,271.6189499478787,844.2328348755836,1160319050
n172618,0.6253800820559263,36.55833704397082,414.7389952559024,272.3146053031087,890.8348069526255,1248404354
n173807,0.6505718920379877,37.52182424068451,451.40517014078796,278.0197870451957,955.7755310088396,1248404351
n179136,0.6603351794183254,40.89792468585074,441.0090839955956,323.44863400794566,982.4683838523924,1248404354
n181210,0.8147479966282845,44.69373566098511,534.8511929623783,348.8643951714039,1149.3917589541525,1562994507
n181355,0.6372540956363082,44.516618363559246,419.9787388788536,172.31313523370773,897.1983449300751,1248404353
n184385,0.6588590331375599,32.23936539143324,429.7274968121201,352.8758380562067,996.8357109464705,1248404355
n184551,0.6614159792661667,42.025542352348566,416.26626742072403,389.06894717365503,1017.0073879417032,1260987916
n186491,0.6337440572679043,42.77057107537985,409.44446437060833,460.9900920186192,1136.9684699457139,1248404351
n187544,0.5813930183649063,25.267743971198797,379.19693370349705,341.4073328021914,895.3275848180056,1143541052
n187961,0.649438938125968,39.66299444437027,448.39901267550886,311.150467954576,990.6540820375085,1248404350
n19152,0.6027119234204292,32.39577147178352,371.04809167794883,271.5653642080724,833.1284201703966,1143541055
n192021,0.6157660391181707,39.25416921265423,398.2025724835694,274.616698268801,901.8186528701335,1160319053
n194179,0.5688420496881008,35.21852195262909,352.9288813006133,254.5346326660365,818.7532348092645,1059650187
n195249,0.524237984791398,36.65822860784829,531.3300318084657,246.14123674109578,1022.4664690904319,986245845
n195925,0.6011351943016052,43.42837445437908,542.1346777584404,315.79432100988925,1144.282276974991,1143541056
n196058,0.5874930648133159,27.227488695643842,382.7792325755581,271.719446987845,837.3136318987235,1143541052
n199097,0.5950371269136667,38.74140349216759,462.1912781149149,302.9756781179458,1000.547300092876,1143541050
n199286,0.6116461008787155,41.25403403304517,391.60122256726027,330.0767841283232,981.0166908428073,1195972698
n199758,0.6065410561859608,38.75717823393643,424.58709492348135,311.6637049242854,954.8427108675241,1160319051
n200225,0.8055621292442083,43.44555991701782,531.0615422204137,343.46806770190597,1141.2209530826658,1562994513
n200692,0.6556189619004726,40.81428539939225,425.1092979684472,391.73285011202097,1025.7181781344116,1248404353
n200907,0.6447520572692156,36.80642950348556,411.7028045002371,344.39095575362444,960.3099001105875,1248404357
n202379,0.6276608910411596,26.455430779606104,392.129716463387,318.49936791695654,897.6406638976187,1195972706
n204894,0.5752509459853172,34.35625496786088,400.0823284732178,271.8846600037068,880.3756409324706,1160319049
n206358,0.5786139518022537,33.18401728756726,432.8469473402947,259.5246999990195,906.9116478785872,1143541050
n206785,0.5885900463908911,31.82374988682568,368.21162258274853,266.74876688048244,818.6262440867722,1143541053
n207708,0.628035981208086,34.271571319550276,428.4449848346412,282.6587911695242,914.3795759882778,1260987918
n207893,0.693463021889329,36.41689708456397,447.24898925051093,183.7212722748518,846.2229480501264,1248404357
n208302,0.6500380113720894,33.899061381816864,409.78163946419954,277.8582700993866,888.3240190334618,1248404353
n208458,0.4504390526562929,23.995585972443223,367.3765223938972,367.57933627814054,930.3290687967092,782810900
n209843,0.6412409711629152,36.184472031891346,471.81690973229706,289.4281030166894,1003.0546574853361,1248404356
n210269,0.42027304880321026,28.464779257774353,393.0311598815024,233.32202108576894,857.9373019747436,782810894
n211324,0.6448449566960335,41.620138101279736,495.1358314137906,166.5029558353126,914.7105908486992,1248404355
n214497,0.565927941352129,36.20286122895777,431.9089117925614,269.63141607120633,919.2042627837509,1143541054
n216553,0.5918161477893591,33.73386152088642,455.31383086927235,300.7766411174089,992.1488070394844,1143541052
n217003,0.638867961242795,33.01957598887384,445.49426692537963,279.69157812185585,946.9992278609425,1260987917
n219840,0.6315889768302441,34.565919544547796,468.12284528277814,342.21185464411974,1044.438226846978,1248404356
n222297,0.6122039631009102,35.74561607092619,388.14061181619763,372.40394786931574,950.6177131552249,1143541050
n222915,0.6635428871959448,40.96686001867056,426.6851251013577,258.98605212569237,896.6231381054968,1248404350
n223750,0.7639680989086628,53.08537953533232,501.62704661488533,416.45243880338967,1220.4241810832173,1512660074
n228268,0.5794798489660025,26.42740262672305,373.76446975395083,287.0076149702072,841.0070640966296,1143541057
n229548,0.6908409995958209,49.85021927859634,439.6957227727398,299.4553259341046,1070.596806006506,1361656781
n23181,0.45234919525682926,25.95162042416632,377.0790877752006,285.9880111645907,859.7932420670986,776519249
n232810,0.629515154287219,42.74229356087744,441.7778442148119,307.08780023269355,972.404922824353,1260987915
n233607,0.5870847962796688,39.87886453978717,383.3971917629242,360.24815193377435,1026.4041118789464,1143541054
n234683,0.6556571461260319,40.216761874035,410.5025506578386,275.36010975018144,903.2911974936724,1260987918
n234722,0.677331117913127,38.33252261392772,442.1670404262841,312.08718195557594,971.5575987938792,1248404356
n235859,0.6528608500957489,42.10409871302545,447.04966247081757,276.7510381527245,952.6359653100371,1248404355
n23762,0.6712980102747679,40.339973056688905,483.7654021102935,282.4562059249729,1004.6115298755467,1260987910
n238266,0.6360821425914764,31.96885995566845,438.139681937173,364.6312279161066,1013.4163787588477,1248404354
n240666,0.6733890622854233,40.25759734213352,496.35254172608256,414.9493179284036,1170.6777270883322,1260987914
n240973,0.6549570243805647,37.476486642844975,439.5823386730626,276.22879098635167,934.0242549078539,1248404352
n243701,0.6296290084719658,31.58263163641095,418.42986503615975,371.1034159641713,993.9294569194317,1260987913
n244826,0.5547909531742334,32.19973994418979,345.7531149033457,255.05993305705488,787.105523981154,1038677498
n24526,0.6071259267628193,32.91757660917938,443.45922861248255,267.37106195650995,939.4442620687187,1143541051
n246334,0.642640981823206,37.57551638409495,421.6258991509676,286.29806032404304,911.233581835404,1248404351
n249639,0.6180969066917896,26.256780372932553,375.87269325740635,327.2974342107773,885.6492671184242,1160319049
n249903,0.6791471969336271,44.06568198464811,440.33196149393916,286.00198309868574,944.6046440862119,1300836006
n250715,0.6547910161316395,36.491175880655646,410.9092236030847,437.3405349906534,1051.6721948515624,1248404349
n250821,0.6208647973835468,38.955525029450655,418.3632326312363,481.4267379697412,1108.1677242182195,1260987916
n25275,0.5776949692517519,32.36060030758381,377.07970780320466,563.3862540125847,1127.1884830202907,1143541050
n255161,0.4390389658510685,21.943613421171904,265.1909135747701,341.5042662527412,733.0746019724756,782810897
n256120,0.5874610505998135,34.52807432040572,385.4404827579856,253.891448257491,830.3703435231,1143541055
n257997,0.6524419877678156,47.884251456707716,438.957933569327,413.77494973130524,1073.6512660514563,1300836007
n258500,0.588421942666173,39.327414124272764,451.222685049288,334.97242303565145,1005.3615099750459,1143541055
n259002,0.5812691524624825,30.164673691615462,386.53954095207155,354.45364587940276,937.8722999244928,1091109407
n259949,0.5945500452071428,30.87137616239488,357.33360913582146,272.7926019579172,846.1876609362662,1091109403
n260521,0.6010290235280991,36.52067109942436,492.14701913297176,167.81459399499,908.2438687328249,1143541054
n260762,0.580421881750226,26.291258865967393,371.26767565496266,647.6266686804593,1205.783338053152,1143541055
n262920,0.7756229024380445,53.06803644634783,511.11516752280295,339.3630748614669,1156.9791329093277,1562994513
n262929,0.6148859392851591,32.74190123192966,383.26364289969206,274.8996438458562,848.4385751653463,1160319049
n263180,0.6291710305958986,37.74263500235975,391.91314997151494,320.01955597661436,948.4645701013505,1195972707
n264887,0.44265203177928925,25.73588164523244,367.6333259791136,213.92623498104513,782.2423949837685,776519248
n271392,0.6141311023384333,28.18679832853377,380.37842349149287,268.70457897894084,832.9585010651499,1143541053
n272098,0.7876039016991854,54.48275478556752,544.3867114372551,376.9949811976403,1196.3015089277178,1562994513
n272313,0.5977938417345285,34.55662773922086,391.179533675313,272.23125426098704,853.4841579385102,1143541058
n273901,0.6391359493136406,31.20808838866651,441.00030488334596,310.83503644913435,958.1063787918538,1248404355
n274905,0.6254429463297129,37.610499653965235,371.54400208964944,414.24203431233764,1033.8885190431029,1143541057
n275148,0.6714081391692162,41.80466243997216,423.7333519849926,387.645211070776,1021.7038718983531,1248404354
n275857,0.5922319833189249,35.99127335473895,396.6725126374513,362.0223053731024,956.2852219678462,1143541054
n276011,0.6174640730023384,28.192736441269517,398.22191558778286,270.40506061166525,860.4020718485117,1143541050
n278312,0.6064681801944971,38.55561185628176,412.1294813230634,223.74325804412365,842.0735280960798,1248404355
n278453,0.5836200434714556,27.848481433466077,383.1987699959427,397.55613170564175,964.9250840302557,1160319047
n279173,0.586868030950427,26.674960972741246,375.10569230653346,297.7318970952183,862.2492654249072,1143541057
n279581,0.586202833801508,32.07837417721748,372.41430790163577,305.2694220095873,863.2150918710977,1143541053
n280089,0.6659338250756264,41.19939845986664,439.7830958478153,487.65907203778625,1143.9699612092227,1300836002
n281241,0.5803939420729876,29.041722882539034,385.1689896546304,286.31161293014884,856.5029450692236,1160319049
n282436,0.6394910160452127,42.007958982139826,499.0727562690154,280.94987000804394,1029.6871468890458,1248404354
n282607,0.4281650763005018,21.899417974054813,260.46065310947597,251.61065603606403,640.4929261188954,795394459
n283587,0.6518519949167967,42.72829205729067,479.76899007335305,278.95661699585617,997.6989110000432,1248404357
n285391,0.6981801707297564,45.64499924890697,491.3669272791594,997.2866859752685,1746.5994460508227,1361656781
n28572,0.5910509498789907,38.61222241539508,391.34427858516574,340.97796911373734,948.6783549655229,1160319047
n28792,0.6227859994396567,38.89125189743936,371.50687316898257,330.2918719127774,969.0698438789696,1143541053
n288870,0.6003750022500753,35.97654472105205,495.70425297133625,389.2203220166266,1130.4388791322708,1143541054
n289376,0.6224068347364664,41.49616835638881,411.6016626358032,280.60831502079964,915.452181827277,1260987918
n28996,0.6586550734937191,32.68964868038893,424.38025190494955,295.6569129601121,937.4223491176963,1248404357
n290409,0.6210720166563988,45.17383221536875,429.40853512845933,326.96136785671115,1003.738553961739,1248404355
n293477,0.6364150904119015,31.967007089406252,425.00727344304323,320.7640997134149,952.0429840777069,1248404357
n295771,0.6198659539222717,39.20981613919139,374.75159694440663,388.91123491339386,1021.6645610053092,1143541057
n296467,0.6411289796233177,44.335650047287345,428.3736839424819,291.40421585179865,1024.7790990397334,1248404353
n298104,0.6571111734956503,25.685661239549518,386.4318043924868,648.67082121782,1218.532674945891,1160319047
n299528,0.645525986328721,42.749521089717746,515.8885503187776,278.4409422893077,1058.0828851088881,1260987914
n302358,0.4708869382739067,28.43738324008882,414.50142534449697,223.05233916267753,859.4627359416336,881382549
n302387,0.6493569817394018,40.51510966382921,426.877390826121,284.0019930154085,922.0910198055208,1260987917
n305495,0.6029021460562944,30.83546063862741,397.3191936966032,471.6616249643266,1065.867569996044,1160319053
n309148,0.7503179367631674,48.832146218046546,525.8125637192279,378.90752987004817,1159.8153091035783,1562994512
n310625,0.6460021249949932,30.746492790058255,412.1680250391364,331.91620907746255,955.4853541776538,1248404357
n310828,0.5794898606836796,39.91771047003567,499.3808309081942,352.6203599758446,1107.4037379585207,1143541054
n311910,0.5897299852222204,38.57548162341118,456.60264883190393,362.4293322209269,1046.7004671227187,1143541050
n312206,0.6481439340859652,39.246452739462256,435.3591767139733,335.5624210089445,989.8651537951082,1248404354
n313060,0.8086599409580231,52.4600928183645,538.2753759622574,412.2307382058352,1230.1441717427224,1562994512
n314171,0.6063568871468306,36.26973065547645,378.2795136794448,418.5169970151037,990.513325901702,1160319052
n314630,0.4444778896868229,25.62345820479095,353.41961588710546,210.38826508447528,750.4667178727686,782810894
n315859,0.4972419701516628,25.02803527750075,306.4225271809846,232.67728695645928,688.0643523763865,908646983
n315887,0.6125639192759991,30.80332255922258,399.1177282296121,513.6353417765349,1117.508121067658,1143541056
n317189,0.628703972324729,33.85911742225289,395.61511226929724,273.8643786869943,870.939897140488,1160319051
n317260,0.6571391131728888,36.19005158543587,421.6486338991672,352.6386527810246,979.6967881266028,1248404357
n318370,0.6253900937736034,41.9990501832217,452.97602959908545,272.95842417515814,959.9581500515342,1248404354
n318684,0.6004811730235815,39.69477815553546,527.4816837627441,269.35666776262224,1060.7120383065194,1143541052
n319845,0.668463995680213,31.36312891729176,428.17999236285686,413.2106280885637,1051.803265698254,1248404354
n324644,0.640092883259058,36.44715063273907,423.2948289718479,450.84802713245153,1078.3027987927198,1260987915
n324908,0.6443248130381107,49.63196301832795,447.6214246824384,275.8013987913728,1102.6008310727775,1248404356
n326988,0.5822319071739912,31.69347532093525,393.2915960904211,303.553907899186,884.6207896713167,1143541052
n329479,0.5779808852821589,33.18833326920867,422.59418847970665,307.6472661923617,950.4502597264946,1160319051
n329514,0.6004541646689177,35.47968156635761,491.8704782612622,268.3465317822993,1011.8266029749066,1091109401
n331357,0.589671079069376,37.52241237089038,454.15155962109566,254.53837914392352,944.6745889727026,1091109404
n334278,0.6049459334462881,38.31011848524213,400.4750051535666,271.3838138151914,872.3589747678488,1143541057
n335542,0.6729769520461559,38.21993223391473,442.47555802576244,288.59837888740003,952.8190467972308,1300836007
n336443,0.6174079608172178,29.31292192079127,376.9930980633944,270.70655208081007,829.6446050517261,1143541056
n342511,0.6387578323483467,37.57738508284092,420.1374785043299,315.66450209356844,942.5262962467968,1260987915
n344136,0.5896890070289373,33.39170035906136,372.6101400097832,387.62557320296764,949.3168089538813,1143541051
n346247,0.6089669186621904,42.35310829244554,540.5633272603154,277.1164057776332,1102.7093953453004,1143541053
n346736,0.6601389031857252,43.877922696992755,460.89234738610685,729.0025260299444,1426.6632408834994,1248404356
n347706,0.6069131195545197,41.81295377202332,436.34679703973234,364.8885670118034,1044.217319227755,1210653479
n350732,0.5937260575592518,26.920073200017214,368.91653086058795,269.8166051413864,818.9798751845956,1143541052
n350766,0.6119920872151852,37.541807163506746,402.7205880265683,258.68459278717637,866.9573911465704,1143541055
n351318,0.6319170352071524,39.67159427702427,407.49882254749537,283.9864897541702,913.1256067194045,1260987915
n352479,0.6703578401356936,39.02654256671667,452.002061996609,386.5163968876004,1056.9271189160645,1311322350
n355339,0.6136060692369938,37.556043127551675,376.8105104099959,346.2526770308614,926.9443128723651,1143541056
n355567,0.6242459639906883,31.4379024785012,443.3799150865525,610.9004162717611,1272.4331652279943,1143541049
n35676,0.4138449439778924,23.439433658495545,251.2171749258414,183.86550596915185,556.0957439010963,732476462
n356822,0.6526859942823648,30.128110898658633,414.4142211880535,434.2953802552074,1045.6280941143632,1248404357
n357126,0.6315452046692371,44.74002867937088,525.4411757923663,179.5737249776721,977.9527408536524,1248404354
n357784,0.6374020595103502,42.41580353118479,440.50744106061757,257.95924686826766,923.3149650972337,1248404355
n363445,0.6403101142495871,45.97579664550722,422.642158344388,529.8057820182294,1268.857582937926,1248404356
n367944,0.6136519368737936,36.75297577865422,403.20485504344106,278.4283892251551,891.0870370455086,1248404349
n369313,0.5943609867244959,32.360137440264225,471.02789115160704,309.14363195188344,1005.7385780382901,1143541057
n369595,0.5971570499241352,37.909790175035596,409.505860414356,352.2769690025598,970.2633609995246,1143541053
n369970,0.5732919089496136,42.91234817355871,481.793955899775,268.02419894374907,1076.0728369932622,1143541056
n37274,0.6684751715511084,37.09926479496062,437.71678395569324,286.0765028744936,943.7094479799271,1248404351
n373692,0.6235979963093996,27.7213747613132,378.42036341317,277.3980179335922,838.1969758775085,1143541056
n379991,0.67505007609725,40.9479767549783,417.0469334349036,278.36634311825037,903.0079217627645,1248404355
n380113,0.5895649082958698,35.93640890903771,465.39523056708276,267.68385572358966,963.4538393002003,1143541056
n381072,0.6624399684369564,35.95412289723754,438.2602113764733,375.60417666099966,1033.6522657889873,1248404356
n382416,0.6613780278712511,40.2863216586411,436.8570309597999,274.9970401637256,939.9258950725198,1260987911
n386682,0.6418558768928051,37.67993347719312,419.7926598135382,306.4332101494074,941.2223501130939,1248404345
n386688,0.5612899549305439,43.58507599681616,521.4005669113249,272.9972670786083,1107.4798831250519,1091109396
n390187,0.6262860260903835,39.57176790572703,396.6190731152892,278.81132205948234,885.0216479040682,1210653485
n39114,0.6055228877812624,36.92691959440708,406.96457982994616,275.68387892097235,893.6198938172311,1160319051
n393305,0.6347049493342638,43.989253928884864,409.7757649142295,318.03171266801655,1024.134452920407,1260987912
n398257,0.6477648857980967,30.47579899430275,418.7794711906463,269.64220288209617,893.9131589140743,1260987915
n398429,0.6638281047344208,32.18260686844587,436.13468459807336,371.8263301998377,1025.4331631585956,1248404356
n400036,0.6086837965995073,35.529707092791796,368.8987765926868,477.16451808810234,1042.275097919628,1143541058
n403734,0.6078800652176142,25.79040452837944,376.77412829361856,274.0436461754143,830.6944528594613,1143541056
n406334,0.6084521301090717,43.90247259289026,541.0060493741184,374.7334729414433,1207.6589399948716,1143541053
n410289,0.664690975099802,38.04456442594528,446.67770829983056,444.47327707894146,1113.2659350987524,1260987911
n410476,0.5913102068006992,34.22665223479271,425.8646930102259,276.51120675727725,929.8726392444223,1160319045
n411121,0.6415040697902441,44.07992330379784,498.97784320637584,264.5088080316782,1022.1539600752294,1248404356
n412144,0.583964167162776,37.10631304420531,426.16260540671647,271.7644702643156,904.2093800380826,1143541057
n413002,0.6424258463084698,35.04674485884607,468.06785534136,407.1384738199413,1107.9428098164499,1195972702
n413319,0.6007729098200798,36.5028353407979,455.276912311092,371.6075411066413,1054.1197906713933,1160319050
n413761,0.6286189891397953,37.670416524633765,389.4144734367728,269.7723340243101,865.5636559706181,1143541056
n414992,0.5849089939147234,41.602833895012736,542.930272873491,278.6919011268765,1105.661470675841,1143541055
n415215,0.6133518181741238,41.622173972427845,521.1771382018924,269.2587429191917,1058.2444742321968,1160319053
n417401,0.651325099170208,32.649757573381066,408.64859614521265,319.40774200484157,939.718322828412,1260987914
n429883,0.6392309442162514,42.33661596663296,437.7922546118498,855.1286307629198,1527.9092609416693,1248404355
n429961,0.6668060086667538,30.111998785287142,401.2223326135427,318.9212589059025,918.5488158836961,1248404355
n431447,0.6586969830095768,30.99704929627478,403.0552636831999,357.30995307676494,956.7738191690296,1248404352
n432591,0.6848899647593498,39.705227361992,431.88376910984516,329.1520911734551,978.7364171352237,1248404357
n433532,0.5885600112378597,39.238963508978486,389.0308241825551,274.61377484723926,928.3707207068801,1160319052
n433692,0.6515139248222113,42.684878688305616,407.16293547302485,275.2308342605829,965.7039120793343,1248404356
n434283,0.5981652066111565,31.495429575443268,380.74182346463203,300.12364592403173,870.9667013026774,1143541056
n435808,0.6681880913674831,44.39748148433864,452.2284190170467,472.9786911047995,1153.9446371607482,1248404356
n437064,0.5938459653407335,32.92667609639466,435.5081294197589,267.50217704102397,922.5058758165687,1143541051
n437192,0.6038530264049768,41.37189476750791,511.53714559040964,268.4126126114279,1037.3112908564508,1160319050
n441859,0.5678101442754269,30.53228836506605,349.7225190512836,885.1136600133032,1406.3308131881058,1038677495
n44249,0.6181248463690281,44.1644222009927,542.5462059210986,325.28131315484643,1158.4953819401562,1143541055
n445353,0.5876629147678614,24.889161344617605,367.65643139369786,417.34843514859676,958.9300570078194,1143541048
n446242,0.649597030133009,32.215603394433856,416.82271659374237,325.1168599817902,956.3715800177306,1248404353
n449058,0.6657640915364027,40.47331982292235,442.9167197085917,463.3964041713625,1119.669393869117,1300836007
n450919,0.6326339207589626,33.89846766367555,409.114909125492,262.0293218642473,873.9698717836291,1260987918
n451187,0.4344009794294834,23.84188794530928,360.4909379500896,344.6658628527075,901.6993409022689,782810897
n455563,0.6670790025964379,35.3469243273139,421.2294612079859,287.22766996361315,913.1474510068074,1248404350
n460385,0.7189540192484856,42.378516867756844,428.4820861648768,280.99576802924275,923.495652154088,1260987912
n460556,0.6392879877239466,42.041395558044314,421.53506353497505,306.6661439370364,937.6000068150461,1248404357
n46510,0.6471441593021154,41.672467486932874,420.9085633046925,281.3609652221203,916.0786441061646,1248404356
n466319,0.6471038796007633,40.98957311362028,420.5418771598488,305.3888308349997,941.5100777987391,1248404353
n468864,0.5834370385855436,28.62454392015934,382.23026832565665,266.0423319321126,838.387014111504,1143541056
n469156,0.5980171263217926,43.343810364603996,447.1050638239831,1186.4702247548848,1923.288389109075,1160319053
n469525,0.5813990719616413,27.98052690923214,378.17165860906243,269.9833901133388,829.3854822404683,1143541050
n470131,0.5778369959443808,40.768015664070845,487.5377961434424,168.2987231761217,911.0297078732401,1143541058
n470920,0.6013630190864205,43.06961060501635,555.6432087905705,430.725978105329,1279.0796500630677,1143541055
n471866,0.5968050099909306,35.941726295277476,376.884390367195,268.3363161049783,837.7301071304828,1143541056
n472825,0.6642679218202829,41.70213872566819,448.39763594791293,284.7667627502233,956.8743808194995,1248404348
n473688,0.6563999922946095,37.67006297130138,410.8518429566175,286.3035878399387,905.0128370290622,1260987916
n475030,0.6320721004158258,42.960418621078134,455.29319695197046,284.2438640072942,972.8448560927063,1260987916
n477215,0.600127037614584,41.404020972549915,469.4849730003625,277.72966329939663,1061.2711780704558,1143541056
n4777,0.6341361440718174,42.942783795297146,434.30774845182896,289.52157287858427,951.1647131294012,1260987916
n477702,0.613188836723566,37.33800002373755,441.43467280082405,195.55684132501483,859.6228670794517,1143541050
n479092,0.6286839488893747,46.56304232776165,421.68497247621417,185.46966300345957,934.3804398085922,1248404350
n480253,0.5595989059656858,30.71482479572296,369.5977011229843,263.9299302827567,812.590817688033,1091109402
n481655,0.6574559956789017,41.02792078629136,410.4716582223773,287.426175782457,912.8446578979492,1248404357
n481777,0.5775429308414459,37.654999643564224,374.2776904255152,294.12482981570065,873.3434528112411,1143541057
n483840,0.6176279857754707,37.43183868937194,483.1004107836634,394.1240832209587,1118.160764919594,1248404356
n48494,0.4510830622166395,24.387799901887774,367.0585786458105,240.89847202412784,801.7580949235708,782810897
n485969,0.7512019947171211,55.08707347325981,510.46700589358807,332.7277859207243,1192.442731698975,1510562862
n486200,0.6138968747109175,29.9161437433213,438.3459559176117,399.4543459266424,1043.170192744583,1143541054
n488874,0.6190498825162649,36.84115968644619,376.5692429151386,319.4678120780736,890.6394341029227,1143541053
n489190,0.605955021455884,40.81114009022713,506.3442455139011,278.2482272014022,1043.5680609662086,1143541055
n489699,0.6660940125584602,43.17933204583824,551.498765591532,181.37007299810648,1016.6036109440029,1143541056
