dialog_id,image_id,turn_id,question_id,method_key,prediction,score,end_to_end_ttft_ms,request_e2e_ms,decode_ms,ssd_read_bytes,ssd_read_ms,normal_kv_preads,separator_preads,scatter_ms,first_k_planning_ms,selected_ratio,vision_forward_count,cache_hit
mtgqa_000007,n229548,3,20511425,fullload,No,1.0,988.8478829525411,1010.0497649982572,21.07075904496014,1333788672,617.2040313249454,64,0,0.0,0.0,1.0,0,True
mtgqa_000007,n229548,3,20511425,prefix25,No,1.0,340.1425488991663,363.33783995360136,19.228207995183766,360710144,172.1047646133229,64,1,59.33735077269375,0.2917518140748143,0.25,0,True
mtgqa_000007,n229548,3,20511425,prefix45,No,1.0,516.806063009426,536.5982430521399,19.620334031060338,629145600,297.4481371929869,64,1,93.26819283887744,0.4147706786170602,0.45,0,True
mtgqa_000008,n229548,1,20511449,recompute,Helicopter,1.0,585.8969229739159,641.8620280455798,55.887844995595515,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000008,n229548,1,20511449,fullload,Helicopter,1.0,585.6576840160415,641.451989999041,55.71303400211036,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000008,n229548,1,20511449,prefix25,Helicopter,1.0,585.0616770330817,641.2006729515269,56.054402026347816,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000008,n229548,1,20511449,prefix45,Helicopter,1.0,585.8116679592058,642.4546010093763,56.5562880365178,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000008,n229548,2,20511447,recompute,Yes,1.0,611.1513670766726,630.3260650020093,19.090663990937173,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000008,n229548,2,20511447,fullload,Yes,1.0,940.9344299929217,960.8454779954627,19.772242987528443,1333788672,624.3311379803345,64,0,0.0,0.0,1.0,0,True
mtgqa_000008,n229548,2,20511447,prefix25,Yes,1.0,302.37025604583323,321.7412210069597,19.16615094523877,360710144,166.06170614250004,64,1,55.72907091118395,0.25313347578048706,0.25,0,True
mtgqa_000008,n229548,2,20511447,prefix45,Yes,1.0,499.9445870053023,521.3079409440979,19.522057031281292,629145600,293.71474776417017,64,1,89.07745708711445,0.3841914003714919,0.45,0,True
mtgqa_000008,n229548,3,20511445,recompute,Ship,1.0,601.5223909635097,639.5791310351342,37.97121800016612,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000008,n229548,3,20511445,fullload,Ship,1.0,888.9344910858199,927.9304820811376,38.87645294889808,1333788672,586.7835407843813,64,0,0.0,0.0,1.0,0,True
mtgqa_000008,n229548,3,20511445,prefix25,Ship,1.0,354.04842300340533,392.9276040289551,38.709538988769054,360710144,184.14480844512582,64,1,63.070605508983135,0.3013390814885497,0.25,0,True
mtgqa_000008,n229548,3,20511445,prefix45,Ship,1.0,513.6472450103611,559.0216009877622,38.70429703965783,629145600,296.9954697182402,64,1,93.5726483585313,0.3941620234400034,0.45,0,True
mtgqa_000009,n229548,1,20511444,recompute,Boat,0.0,622.0231039915234,661.2380960723385,39.11590902134776,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000009,n229548,1,20511444,fullload,Boat,0.0,618.6205740086734,656.7037290660664,38.00640907138586,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000009,n229548,1,20511444,prefix25,Boat,0.0,616.9104080181569,654.624190996401,37.63420402538031,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000009,n229548,1,20511444,prefix45,Boat,0.0,616.7257099878043,654.6075280057266,37.79611107893288,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000009,n229548,2,20511442,recompute,Helicopter,1.0,586.101267952472,642.7423079730943,56.554907001554966,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000009,n229548,2,20511442,fullload,Helicopter,1.0,917.7741679595783,977.5143599836156,58.60165902413428,1333788672,621.3299210648984,64,0,0.0,0.0,1.0,0,True
mtgqa_000009,n229548,2,20511442,prefix25,Helicopter,1.0,291.6209560353309,348.1404969934374,56.352179031819105,360710144,158.9323147200048,64,1,59.585574083030224,0.20481925457715988,0.25,0,True
mtgqa_000009,n229548,2,20511442,prefix45,Helicopter,1.0,503.0647359089926,563.74768295791,58.073432999663055,629145600,296.42647481523454,64,1,95.02269956283271,0.3710080636665225,0.45,0,True
mtgqa_000009,n229548,3,20511462,recompute,Yes,1.0,620.8055609604344,639.7168389521539,18.81464500911534,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000009,n229548,3,20511462,fullload,Yes,1.0,895.7943660207093,915.4504690086469,19.522137008607388,1333788672,596.8900276347995,64,0,0.0,0.0,1.0,0,True
mtgqa_000009,n229548,3,20511462,prefix25,Yes,1.0,302.0880649564788,325.19024005159736,19.127439009025693,360710144,169.8955821339041,64,1,53.5352349979803,0.22138888016343117,0.25,0,True
mtgqa_000009,n229548,3,20511462,prefix45,Yes,1.0,521.8785270117223,545.8671010565013,19.88659903872758,629145600,296.234751585871,64,1,94.04159768018872,0.3773386124521494,0.45,0,True
mtgqa_000010,n229548,1,20511573,recompute,Clouds,0.0,616.737749078311,654.3936330126598,37.57121891248971,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000010,n229548,1,20511573,fullload,Clouds,0.0,624.0287160035223,661.7828570306301,37.66699507832527,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000010,n229548,1,20511573,prefix25,Clouds,0.0,617.6070199580863,655.7433629641309,38.05813507642597,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000010,n229548,1,20511573,prefix45,Clouds,0.0,616.803195909597,654.7499609878287,37.86306409165263,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000010,n229548,2,20511576,recompute,Mountains,1.0,630.1879399688914,649.6921139769256,19.4108709692955,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000010,n229548,2,20511576,fullload,Mountains,1.0,918.1173670804128,938.1811640923843,19.9194080196321,1333788672,620.5562553368509,64,0,0.0,0.0,1.0,0,True
mtgqa_000010,n229548,2,20511576,prefix25,Mountains,1.0,327.28840701747686,347.0899669919163,19.626391935162246,360710144,174.9271989101544,64,1,55.568402516655624,0.2432359615340829,0.25,0,True
mtgqa_000010,n229548,2,20511576,prefix45,Mountains,1.0,529.3344659730792,550.2486939076334,19.735216978006065,629145600,312.7676212461665,64,1,96.42476518638432,0.3882597666233778,0.45,0,True
mtgqa_000010,n229548,3,20511574,recompute,Ocean,1.0,632.4417379219085,651.6830309992656,19.162181997671723,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000010,n229548,3,20511574,fullload,Ocean,1.0,833.1887590466067,854.8848680220544,21.554886014200747,1333788672,550.5253428127617,64,0,0.0,0.0,1.0,0,True
mtgqa_000010,n229548,3,20511574,prefix25,Ocean,1.0,355.06054596044123,375.2545869210735,20.02356795128435,360710144,179.23748772591352,64,1,67.8914530435577,0.28117396868765354,0.25,0,True
mtgqa_000010,n229548,3,20511574,prefix45,Ocean,1.0,510.8738539274782,530.509814969264,19.466358004137874,629145600,296.29508254583925,64,1,92.77218987699598,0.3641850780695677,0.45,0,True
